OrthoSymbol	atlanticHagfish	fareasternBrookLamprey	seaLamprey
OG0008590	NR2C2AP	NR2C2AP	NR2C2AP
OG0008591	NR4A2	LOC133345994	LOC116938882
OG0008592	NRBF2	NRBF2	NRBF2
OG0008594	NRDE2	NRDE2	NRDE2
OG0008595	NRM	NRM	NRM
OG0008596	NRXN3	LOC133342373	LOC116943217
OG0008598	NSF	NSF	NSF
OG0008599	NSL1	NSL1	NSL1
OG0008600	NSMAF	NSMAF	NSMAF
OG0008601	NSMF	NSMF	NSMF
OG0008602	NSUN3	NSUN3	NSUN3
OG0008603	NSUN4	NSUN4	NSUN4
OG0008604	NSUN6	NSUN6	NSUN6
OG0008605	NTAQ1	NTAQ1	NTAQ1
OG0008606	NTHL1	NTHL1	NTHL1
OG0008607	NTMT1	NTMT1	NTMT1
OG0008608	NTN4	NTN4	NTN4
OG0008609	NTPCR	NTPCR	NTPCR
OG0008610	NTRK2	NTRK2	NTRK2
OG0008611	NUB1	NUB1	NUB1
OG0008612	NUBPL	NUBPL	NUBPL
OG0008613	NUDC	NUDC	NUDC
OG0008614	NUDCD2	NUDCD2	NUDCD2
OG0008615	NUDCD3	NUDCD3	NUDCD3
OG0008616	NUDT1	NUDT1	NUDT1
OG0008617	NUDT13	NUDT13	NUDT13
OG0008618	NUDT14	NUDT14	NUDT14
OG0008619	NUDT17	NUDT17	NUDT17
OG0008620	NUDT18	NUDT18	NUDT18
OG0008621	NUDT2	NUDT2	NUDT2
OG0008622	NUDT21	NUDT21	NUDT21
OG0008623	NUDT22	NUDT22	NUDT22
OG0008624	NUDT3	LOC133351807	LOC116947416
OG0008625	NUDT5	NUDT5	NUDT5
OG0008626	NUDT9	NUDT9	NUDT9
OG0008627	NUF2	NUF2	NUF2
OG0008628	NUMB	LOC133342408	LOC116943171
OG0008629	NUP153	LOC133349246	LOC116942672
OG0008630	NUP160	NUP160	NUP160
OG0008631	NUP205	NUP205	NUP205
OG0008632	NUP210	NUP210	NUP210
OG0008633	NUP214	NUP214	NUP214
OG0008634	NUP35	NUP35	NUP35
OG0008635	NUP42	NUP42	NUP42
OG0008636	NUP50	NUP50	NUP50
OG0008637	NUP54	NUP54	NUP54
OG0008638	NUP62	LOC133356282	NUP62
OG0008639	NUP85	NUP85	NUP85
OG0008640	NUP93	NUP93	NUP93
OG0008641	NUP98	LOC133350011	NUP98
OG0008642	NUTF2	NUTF2	NUTF2
OG0008643	NVL	NVL	NVL
OG0008644	NWD2	NWD2	NWD2
OG0008645	NXF1	NXF1	NXF1
OG0008646	NXN	NXN	NXN
OG0008647	NXNL2	NXNL2	NXNL2
OG0008648	OAT	OAT	OAT
OG0008649	OAZ1	OAZ2	LOC116942173
OG0008650	OCA2	OCA2	OCA2
OG0008651	OCLN	OCLN	LOC116956002
OG0008652	ODAD3	ODAD3	ODAD3
OG0008653	ODR4	ODR4	ODR4
OG0008654	OGFOD1	OGFOD1	OGFOD1
OG0008655	OGFOD2	OGFOD2	OGFOD2
OG0008656	OGT	OGT	OGT
OG0008657	OIT3	OIT3	OIT3
OG0008658	OLA1	OLA1	OLA1
OG0008659	OLFML2A	OLFML2A	OLFML2A
OG0008660	OPA1	OPA1	OPA1
OG0008661	OPLAH	OPLAH	OPLAH
OG0008662	ORC2	ORC2	ORC2
OG0008663	ORC4	ORC4	ORC4
OG0008664	OS9	OS9	OS9
OG0008665	OSBP	LOC133348441	LOC116939146
OG0008666	OSCP1	OSCP1	LOC116955753
OG0008667	OSER1	OSER1	OSER1
OG0008668	OSGEP	OSGEP	OSGEP
OG0008669	OSGIN1	LOC133350865	LOC116944156
OG0008670	OSR2	OSR2	OSR2
OG0008671	OSTM1	OSTM1	OSTM1
OG0008672	OTOS	OTOS	OTOS
OG0008673	OTUB1	LOC133347323	LOC116939664
OG0008674	OTUD1	OTUD1	OTUD1
OG0008676	OVCA2	OVCA2	OVCA2
OG0008677	OVOL2	OVOL2	OVOL2
OG0008678	OXNAD1	LOC133344544	LOC116940779
OG0008679	OXSM	OXSM	OXSM
OG0008680	P4HTM	P4HTM	P4HTM
OG0008681	PA2G4	PA2G4	PA2G4
OG0008682	PACC1	PACC1	PACC1
OG0008683	PACRG	PACRG	PACRG
OG0008684	PAF1	PAF1	PAF1
OG0008685	PAFAH1B1	PAFAH1B1	PAFAH1B1
OG0008686	PAICS	PAICS	PAICS
OG0008687	PAIP1	PAIP1	PAIP1
OG0008688	PAK1IP1	PAK1IP1	PAK1IP1
OG0008689	PALD1	LOC133350735	PALD1
OG0008690	PAM16	PAM16	PAM16
OG0008691	PAN2	PAN2	PAN2
OG0008692	PAN3	PAN3	PAN3
OG0008693	PAOX	PAOX	PAOX
OG0008694	PAPOLG	LOC133352722	LOC116948266
OG0008695	PAQR3	PAQR3	PAQR3
OG0008696	PAQR4	PAQR4	PAQR4
OG0008697	PARD3B	LOC133349680	PARD3B
OG0008698	PARK7	PARK7	PARK7
OG0008699	PARL	PARL	PARL
OG0008700	PARP1	PARP1	PARP1
OG0008701	PARP2	PARP2	PARP2
OG0008702	PARP3	PARP3	PARP3
OG0008703	PARS2	PARS2	PARS2
OG0008704	PAWR	PAWR	PAWR
OG0008705	PAX7	PAX3	PAX7
OG0008706	PAX9	PAX1	LOC116939650
OG0008707	PAXIP1	LOC133344995	PAXIP1
OG0008708	PBDC1	PBDC1	PBDC1
OG0008709	PBLD	PBLD	PBLD
OG0008710	PBRM1	PBRM1	PBRM1
OG0008711	PC	LOC133342275	PC
OG0008712	PCCA	PCCA	PCCA
OG0008713	PCDH15	PCDH15	LOC116940200
OG0008714	PCDH9	LOC133349946	PCDH9
OG0008715	PCGF3	PCGF3	PCGF3
OG0008716	PCGF5	PCGF5	PCGF5
OG0008717	PCID2	PCID2	PCID2
OG0008718	PCIF1	PCIF1	PCIF1
OG0008719	PCM1	PCM1	PCM1
OG0008720	PCNA	PCNA	PCNA
OG0008721	PCOLCE2	LOC133357309	LOC116957880
OG0008722	PCSK1	PCSK4	PCSK1
OG0008724	PDAP1	PDAP1	PDAP1
OG0008725	PDCD10	PDCD10	LOC116950433
OG0008726	PDCD11	PDCD11	PDCD11
OG0008727	PDCD2	PDCD2	PDCD2
OG0008728	PDCD2L	PDCD2L	PDCD2L
OG0008729	PDCL3	PDCL3	PDCL3
OG0008730	PDE10A	PDE10A	PDE10A
OG0008731	PDE11A	PDE11A	PDE11A
OG0008732	PDE2A	PDE2A	PDE2A
OG0008733	PDE5A	PDE5A	PDE5A
OG0008734	PDE6D	PDE6D	PDE6D
OG0008735	PDE9A	PDE9A	PDE9A
OG0008736	PDIA3	PDIA3	PDIA3
OG0008737	PDIA4	PDIA4	PDIA4
OG0008738	PDIA5	PDIA5	PDIA5
OG0008739	PDIA6	PDIA6	PDIA6
OG0008740	PDLIM3	LOC133350627	LOC116940263
OG0008741	PDPK1	PDPK1	PDPK1
OG0008742	PDPR	PDPR	PDPR
OG0008743	PDS5B	PDS5B	PDS5B
OG0008744	PDSS1	PDSS1	PDSS1
OG0008745	PDSS2	PDSS2	PDSS2
OG0008746	PDXDC1	PDXDC1	PDXDC1
OG0008747	PDXK	PDXK	PDXK
OG0008748	PDZD8	LOC133343413	LOC116940566
OG0008749	PECR	PECR	PECR
OG0008750	PELP1	LOC133357396	LOC116954493
OG0008751	PEX1	PEX1	PEX1
OG0008752	PEX10	PEX10	PEX10
OG0008753	PEX12	PEX12	PEX12
OG0008754	PEX13	PEX13	PEX13
OG0008755	PEX2	PEX2	PEX2
OG0008756	PEX26	PEX26	PEX26
OG0008757	PEX5L	PEX5	PEX5L
OG0008758	PEX6	PEX6	PEX6
OG0008759	PEX7	PEX7	PEX7
OG0008760	PFAS	PFAS	PFAS
OG0008762	PFDN2	PFDN2	PFDN2
OG0008763	PFDN4	PFDN4	PFDN4
OG0008764	PFDN5	PFDN5	PFDN5
OG0008765	PGAM5	PGAM5	PGAM5
OG0008766	PGAP1	PGAP1	PGAP1
OG0008767	PGAP3	PGAP3	PGAP3
OG0008768	PGAP4	PGAP4	PGAP4
OG0008769	PGBD5	PGBD5	PGBD5
OG0008770	PGD	PGD	PGD
OG0008771	PGLS	PGLS	PGLS
OG0008772	PGM1	PGM1	PGM1
OG0008773	PGM3	PGM3	PGM3
OG0008774	PHAF1	PHAF1	PHAF1
OG0008775	PHAX	PHAX	PHAX
OG0008776	PHB1	PHB1	PHB1
OG0008777	PHB2	PHB2	PHB2
OG0008778	PHETA1	PHETA1	PHETA1
OG0008779	PHF10	PHF10	PHF10
OG0008780	PHF13	PHF13	LOC116950503
OG0008781	PHF14	PHF14	PHF14
OG0008782	PHF20L1	LOC133344228	LOC116941593
OG0008783	PHF5A	PHF5A	PHF5A
OG0008784	PHGDH	PHGDH	PHGDH
OG0008785	PHLPP2	LOC133350786	LOC116944074
OG0008786	PHOSPHO2	LOC133358387	LOC116954790
OG0008787	PHTF2	LOC133349445	PHTF2
OG0008788	PI4KA	PI4KA	PI4KA
OG0008789	PIBF1	PIBF1	PIBF1
OG0008790	PICK1	PICK1	PICK1
OG0008791	PID1	PID1	PID1
OG0008792	PIEZO2	LOC133354855	LOC116952108
OG0008793	PIGA	PIGA	PIGA
OG0008794	PIGF	PIGF	PIGF
OG0008795	PIGH	PIGH	PIGH
OG0008796	PIGK	PIGK	PIGK
OG0008797	PIGL	PIGL	PIGL
OG0008798	PIGM	PIGM	PIGM
OG0008799	PIGN	PIGN	PIGN
OG0008800	PIGO	LOC133343896	PIGO
OG0008801	PIGP	PIGP	PIGP
OG0008802	PIGQ	PIGQ	PIGQ
OG0008803	PIGT	PIGT	PIGT
OG0008804	PIGU	PIGU	PIGU
OG0008805	PIGV	PIGV	PIGV
OG0008806	PIGW	PIGW	PIGW
OG0008807	PIGX	PIGX	PIGX
OG0008808	PIH1D1	PIH1D1	PIH1D1
OG0008809	PIK3C3	PIK3C3	PIK3C3
OG0008810	PIK3CD	PIK3CD	PIK3CD
OG0008811	PIK3CG	LOC133349349	LOC116942490
OG0008812	PIK3IP1	LOC133362734	LOC116958426
OG0008813	PIK3R4	PIK3R4	PIK3R4
OG0008814	PIKFYVE	PIKFYVE	PIKFYVE
OG0008815	PIM3	LOC133349364	LOC116942477
OG0008816	PIN1	PIN1	PIN1
OG0008817	PIN4	PIN4	PIN4
OG0008818	PINX1	PINX1	PINX1
OG0008819	PIPOX	PIPOX	PIPOX
OG0008820	PITHD1	PITHD1	PITHD1
OG0008821	PITPNB	LOC133348276	LOC116939234
OG0008822	PITRM1	PITRM1	PITRM1
OG0008823	PIWIL1	PIWIL1	PIWIL1
OG0008824	PIWIL2	PIWIL2	PIWIL2
OG0008825	PJVK	PJVK	PJVK
OG0008826	PKD1L3	LOC133353331	LOC116945100
OG0008827	PKDCC	LOC133342184	PKDCC
OG0008828	PKMYT1	PKMYT1	LOC116950288
OG0008829	PLA2G12A	LOC133354393	LOC116950958
OG0008830	PLA2G12B	PLA2G12B	LOC116940323
OG0008831	PLA2G15	PLA2G15	PLA2G15
OG0008832	PLA2G4A	PLA2G4A	PLA2G4A
OG0008833	PLA2G4F	PLA2G4F	PLA2G4F
OG0008834	PLA2G6	PLA2G6	PLA2G6
OG0008835	PLBD2	PLBD2	PLBD2
OG0008836	PLCE1	PLCE1	PLCE1
OG0008837	PLGRKT	PLGRKT	PLGRKT
OG0008838	PLK4	LOC133343078	LOC116943047
OG0008839	PLPP5	LOC133343553	LOC116940729
OG0008840	PLPPR4	PLPPR4	PLPPR4
OG0008841	PLXND1	PLXND1	PLXND1
OG0008842	PM20D1	PM20D1	PM20D1
OG0008843	PMEPA1	LDLRAD4	LDLRAD4
OG0008844	PMF1	PMF1	PMF1
OG0008845	PMM2	LOC133348051	LOC116956609
OG0008846	PMPCA	PMPCA	PMPCA
OG0008847	PMS1	PMS1	PMS1
OG0008848	PMS2	PMS2	PMS2
OG0008849	PNO1	PNO1	PNO1
OG0008850	PNP	LOC133339556	PNP
OG0008851	PNPLA4	LOC133353786	LOC116952470
OG0008852	PNPLA8	PNPLA8	PNPLA8
OG0008853	PNPO	PNPO	PNPO
OG0008854	PODN	LOC133346503	PODN
OG0008855	POFUT1	POFUT1	POFUT1
OG0008856	POFUT2	POFUT2	POFUT2
OG0008857	POGLUT2	POGLUT2	POGLUT2
OG0008858	POLB	POLB	POLB
OG0008859	POLD1	POLD1	POLD1
OG0008860	POLD2	POLD2	POLD2
OG0008861	POLD3	POLD3	POLD3
OG0008862	POLDIP2	POLDIP2	POLDIP2
OG0008863	POLE	POLE	POLE
OG0008864	POLE2	POLE2	POLE2
OG0008865	POLE4	POLE4	POLE4
OG0008866	POLH	POLH	POLH
OG0008867	POLI	POLI	POLI
OG0008868	POLL	POLL	POLL
OG0008869	POLM	LOC133345621	LOC116941224
OG0008871	POLR1B	POLR1B	POLR1B
OG0008872	POLR1C	POLR1C	POLR1C
OG0008873	POLR1D	LOC133342953	LOC116942927
OG0008874	POLR1E	POLR1E	POLR1E
OG0008875	POLR1G	POLR1G	POLR1G
OG0008876	POLR2A	LOC133360974	LOC116958060
OG0008877	POLR2D	POLR2D	POLR2D
OG0008878	POLR2E	POLR2E	POLR2E
OG0008879	POLR2G	POLR2G	POLR2G
OG0008880	POLR2K	LOC133347685	LOC116953892
OG0008881	POLR3B	POLR3B	POLR3B
OG0008882	POLR3C	POLR3C	POLR3C
OG0008883	POLR3E	POLR3E	POLR3E
OG0008884	POLR3F	POLR3F	POLR3F
OG0008885	POLR3GL	POLR3GL	POLR3GL
OG0008886	POLR3H	POLR3H	POLR3H
OG0008887	POLRMT	POLRMT	POLRMT
OG0008889	POMGNT2	POMGNT2	POMGNT2
OG0008890	POMK	POMK	POMK
OG0008891	POMP	POMP	POMP
OG0008892	POMT2	POMT2	POMT2
OG0008893	POP1	POP1	POP1
OG0008894	POR	LOC133348286	POR
OG0008895	PORCN	PORCN	PORCN
OG0008896	POU4F3	POU4F3	LOC116942923
OG0008897	PPAN	PPAN	PPAN
OG0008898	PPAT	PPAT	PPAT
OG0008899	PPHLN1	PPHLN1	PPHLN1
OG0008900	PPIE	PPIE	PPIE
OG0008901	PPIL1	PPIL1	PPIL1
OG0008902	PPIL2	PPIL2	PPIL2
OG0008903	PPM1D	PPM1D	LOC116939242
OG0008904	PPM1F	PPM1F	PPM1F
OG0008905	PPM1G	PPM1G	PPM1G
OG0008906	PPM1K	LOC133354324	LOC116951082
OG0008907	PPOX	LOC133358497	PPOX
OG0008908	PPP1R12A	LOC133347509	LOC116952022
OG0008909	PPP1R21	PPP1R21	PPP1R21
OG0008910	PPP1R42	PPP1R42	PPP1R42
OG0008911	PPP1R7	PPP1R7	PPP1R7
OG0008912	PPP2R3C	PPP2R3C	PPP2R3C
OG0008913	PPP4R1	PPP4R1	PPP4R1
OG0008914	PPP4R2	PPP4R2	PPP4R2
OG0008915	PPP5C	PPP5C	PPP5C
OG0008916	PPP6C	PPP6C	PPP6C
OG0008917	PPTC7	PPTC7	PPTC7
OG0008918	PQBP1	PQBP1	PQBP1
OG0008919	PRADC1	PRADC1	PRADC1
OG0008920	PRCC	PRCC	PRCC
OG0008921	PRDM4	LOC133352485	LOC116950435
OG0008922	PRDM5	PRDM5	PRDM5
OG0008923	PRDM6	PRDM6	PRDM6
OG0008924	PREB	PREB	PREB
OG0008925	PRELID1	PRELID1	PRELID1
OG0008926	PREP	PREP	PREP
OG0008927	PREPL	PREPL	PREPL
OG0008928	PRIM1	PRIM1	PRIM1
OG0008929	PRIM2	PRIM2	PRIM2
OG0008930	PRIMPOL	PRIMPOL	PRIMPOL
OG0008932	PRKCD	LOC133355397	LOC116952362
OG0008933	PRKCSH	PRKCSH	PRKCSH
OG0008934	PRKX	PRKX	LOC116954517
OG0008935	PRMT5	PRMT5	PRMT5
OG0008936	PRMT7	PRMT7	PRMT7
OG0008937	PRMT9	PRMT9	PRMT9
OG0008938	PROM1	LOC133345512	LOC116941351
OG0008939	PRORP	PRORP	PRORP
OG0008941	PRPF18	PRPF18	PRPF18
OG0008942	PRPF3	PRPF3	PRPF3
OG0008943	PRPF38A	PRPF38A	PRPF38A
OG0008944	PRPF39	PRPF39	PRPF39
OG0008945	PRPF6	PRPF6	PRPF6
OG0008946	PRPH2	PRPH2	PRPH2
OG0008947	PRR16	LOC133346414	LOC116948118
OG0008948	PRSS12	LOC133350518	LOC116940360
OG0008949	PRUNE1	PRUNE1	PRUNE1
OG0008950	PRXL2A	PRXL2A	PRXL2A
OG0008952	PSENEN	PSENEN	PSENEN
OG0008953	PSMA2	PSMA2	PSMA2
OG0008954	PSMA3	PSMA3	PSMA3
OG0008955	PSMA4	PSMA4	PSMA4
OG0008956	PSMA5	PSMA5	PSMA5
OG0008957	PSMA6	PSMA6	PSMA6
OG0008958	PSMB2	PSMB2	PSMB2
OG0008959	PSMB4	PSMB4	PSMB4
OG0008960	PSMC1	PSMC1	PSMC1
OG0008961	PSMC3IP	PSMC3IP	PSMC3IP
OG0008962	PSMC4	PSMC4	PSMC4
OG0008963	PSMC5	PSMC5	PSMC5
OG0008964	PSMC6	PSMC6	PSMC6
OG0008965	PSMD1	PSMD1	PSMD1
OG0008966	PSMD11	PSMD11	PSMD11
OG0008967	PSMD12	PSMD12	PSMD12
OG0008968	PSMD13	PSMD13	PSMD13
OG0008969	PSMD2	PSMD2	PSMD2
OG0008970	PSMD3	PSMD3	PSMD3
OG0008971	PSMD4	PSMD4	PSMD4
OG0008972	PSMD6	PSMD6	PSMD6
OG0008973	PSMD7	PSMD7	PSMD7
OG0008974	PSMD9	PSMD9	PSMD9
OG0008975	PSMF1	PSMF1	PSMF1
OG0008976	PSMG2	PSMG2	PSMG2
OG0008977	PSPH	PSPH	PSPH
OG0008978	PTAR1	PTAR1	PTAR1
OG0008979	PTCD1	PTCD1	PTCD1
OG0008980	PTCD3	PTCD3	PTCD3
OG0008981	PTCHD1	LOC133352913	LOC116953314
OG0008982	PTDSS1	PTDSS1	PTDSS1
OG0008983	PTDSS2	LOC133350309	PTDSS2
OG0008984	PTER	PTER	PTER
OG0008985	PTF1A	PTF1A	LOC116950794
OG0008986	PTGR2	PTGR2	PTGR2
OG0008987	PTK7	PTK7	PTK7
OG0008988	PTPMT1	PTPMT1	PTPMT1
OG0008989	PTPN4	LOC133356763	LOC116943759
OG0008990	PTPRC	LOC133341764	LOC116944884
OG0008991	PTX4	LOC133353564	LOC116946050
OG0008992	PUS10	PUS10	PUS10
OG0008993	PWWP2B	PWWP2B	PWWP2B
OG0008994	PXMP4	LOC133347448	PXMP4
OG0008995	PXYLP1	LOC133351092	PXYLP1
OG0008996	PYM1	PYM1	PYM1
OG0008997	PYROXD1	PYROXD1	PYROXD1
OG0008998	QARS1	QARS1	QARS1
OG0008999	QDPR	QDPR	QDPR
OG0009000	QNG1	QNG1	QNG1
OG0009001	QPRT	QPRT	QPRT
OG0009002	QRICH1	QRICH1	QRICH1
OG0009003	QRSL1	QRSL1	QRSL1
OG0009004	QTRT2	QTRT2	QTRT2
OG0009005	R3HDM4	R3HDM4	LOC116942005
OG0009006	RAB11FIP4	RAB11FIP4	RAB11FIP4
OG0009007	RAB12	RAB12	RAB12
OG0009008	RAB21	LOC133350363	RAB21
OG0009009	RAB24	RAB24	RAB24
OG0009010	RAB27A	RAB27A	RAB27A
OG0009011	RAB28	RAB28	RAB28
OG0009012	RAB29	RAB29	RAB29
OG0009013	RAB30	RAB30	RAB30
OG0009014	RAB33B	RAB33B	LOC116942992
OG0009015	RAB36	LOC133348509	LOC116939098
OG0009016	RAB3GAP1	RAB3GAP1	RAB3GAP1
OG0009017	RAB4B	LOC133341372	LOC116947791
OG0009018	RABAC1	RABAC1	RABAC1
OG0009019	RABEP1	RABEP1	RABEP1
OG0009020	RABGEF1	RABGEF1	RABGEF1
OG0009021	RABGGTB	RABGGTB	RABGGTB
OG0009022	RABL3	RABL3	RABL3
OG0009023	RABL6	RABL6	RABL6
OG0009024	RACK1	RACK1	RACK1
OG0009025	RAD1	RAD1	RAD1
OG0009026	RAD17	RAD17	RAD17
OG0009027	RAD50	LOC133343012	RAD50
OG0009028	RAD51	RAD51	RAD51
OG0009029	RAD51D	LOC133349083	RAD51D
OG0009030	RAD54L	RAD54L	RAD54L
OG0009031	RAI14	LOC133343766	RAI14
OG0009032	RALBP1	RALBP1	RALBP1
OG0009033	RAN	RAN	RAN
OG0009034	RANBP2	LOC133353880	LOC116952562
OG0009035	RAP1GAP	LOC133352366	RAP1GAP
OG0009036	RARS2	RARS2	RARS2
OG0009037	RASA1	RASA1	RASA1
OG0009038	RASEF	RASEF	RASEF
OG0009039	RASGEF1B	LOC133342128	LOC116944481
OG0009040	RBBP5	RBBP5	RBBP5
OG0009041	RBBP6	RBBP6	RBBP6
OG0009042	RBCK1	RBCK1	RBCK1
OG0009043	RBKS	RBKS	RBKS
OG0009044	RBM22	RBM22	RBM22
OG0009045	RBM24	LOC133347449	LOC116951080
OG0009046	RBM25	RBM25	RBM25
OG0009047	RBM33	LOC133344917	RBM33
OG0009048	RBM34	RBM34	RBM34
OG0009049	RBM39	LOC133340260	LOC116945836
OG0009050	RBM7	RBM7	RBM7
OG0009051	RBM8A	RBM8A	RBM8A
OG0009052	RBP4	LOC133345585	LOC116941269
OG0009053	RBSN	RBSN	RBSN
OG0009054	RCBTB1	RCBTB1	RCBTB1
OG0009055	RCC1	LOC133353218	RCC1
OG0009056	RCC1L	RCC1L	RCC1L
OG0009057	RCE1	RCE1	RCE1
OG0009058	RCL1	RCL1	RCL1
OG0009059	RD3	LOC133360600	LOC116947226
OG0009060	RECQL5	RECQL5	RECQL5
OG0009061	RELCH	LOC133350952	LOC116944258
OG0009062	RENBP	RENBP	RENBP
OG0009063	RERG	RERG	RERG
OG0009064	RERGL	RERGL	RERGL
OG0009065	RET	RET	RET
OG0009066	RETSAT	RETSAT	RETSAT
OG0009067	REV1	REV1	REV1
OG0009068	REV3L	REV3L	REV3L
OG0009069	REX1BD	REX1BD	REX1BD
OG0009070	REXO1	REXO1	REXO1
OG0009071	REXO2	REXO2	REXO2
OG0009072	RFC1	RFC1	RFC1
OG0009073	RFC2	RFC2	RFC2
OG0009074	RFC3	RFC3	RFC3
OG0009075	RFC4	RFC4	RFC4
OG0009076	RFC5	RFC5	RFC5
OG0009077	RFWD3	RFWD3	RFWD3
OG0009078	RGL1	LOC133360040	LOC116955437
OG0009079	RGN	RGN	RGN
OG0009080	RGP1	LOC133357951	LOC116956084
OG0009081	RGS9BP	RGS9BP	RGS9BP
OG0009082	RHBDL2	LOC133352057	RHBDL2
OG0009083	RHO	RHO	RHO
OG0009084	RHOF	LOC133348300	LOC116939275
OG0009085	RIC1	RIC1	RIC1
OG0009086	RIC3	LOC133351393	LOC116945648
OG0009087	RIC8A	RIC8A	RIC8A
OG0009088	RIDA	LOC133352907	LOC116946507
OG0009089	RIMBP2	RIMBP2	RIMBP2
OG0009090	RINT1	RINT1	RINT1
OG0009091	RIOK1	RIOK1	RIOK1
OG0009092	RIOK2	RIOK2	RIOK2
OG0009093	RIPK2	LOC133350895	LOC116944190
OG0009094	RLBP1	RLBP1	RLBP1
OG0009095	RMI1	RMI1	RMI1
OG0009096	RMND5A	LOC133360050	RMND5A
OG0009097	RNASEH2A	RNASEH2A	RNASEH2A
OG0009098	RNASEH2C	RNASEH2C	RNASEH2C
OG0009099	RNF10	RNF10	RNF10
OG0009100	RNF103	RNF103	RNF103
OG0009101	RNF11	RNF11	RNF11
OG0009102	RNF115	LOC133346642	RNF115
OG0009103	RNF13	LOC133357271	LOC116956276
OG0009104	RNF14	RNF14	RNF14
OG0009105	RNF141	RNF141	RNF141
OG0009106	RNF149	LOC133349914	LOC116943657
OG0009107	RNF185	RNF185	RNF185
OG0009108	RNF19A	LOC133353332	LOC116945097
OG0009109	RNF2	LOC133360099	LOC116955304
OG0009110	RNF217	RNF217	LOC116941725
OG0009111	RNF8	LOC133361715	RNF8
OG0009112	RNFT1	LOC133348969	LOC116950093
OG0009113	RNGTT	RNGTT	RNGTT
OG0009114	RNLS	RNLS	RNLS
OG0009115	RNMT	RNMT	RNMT
OG0009116	RNPC3	RNPC3	RNPC3
OG0009117	ROGDI	ROGDI	ROGDI
OG0009118	RP9	LOC133357995	RP9
OG0009119	RPA2	RPA2	RPA2
OG0009120	RPE65	RPE65	RPE65
OG0009121	RPIA	RPIA	RPIA
OG0009122	RPL10A	RPL10A	RPL10A
OG0009123	RPL11	RPL11	RPL11
OG0009124	RPL12	RPL12	RPL12
OG0009125	RPL13A	RPL13A	RPL13A
OG0009126	RPL18A	LOC133349398	RPL18A
OG0009127	RPL21	LOC133342872	RPL21
OG0009128	RPL23	RPL23	RPL23
OG0009129	RPL23A	RPL23A	RPL23A
OG0009130	RPL27A	RPL27A	RPL27A
OG0009131	RPL28	RPL28	RPL28
OG0009132	RPL29	RPL29	RPL29
OG0009133	RPL31	RPL31	RPL31
OG0009134	RPL34	RPL34	RPL34
OG0009135	RPL35	RPL35	RPL35
OG0009136	RPL35A	RPL35A	RPL35A
OG0009137	RPL36	RPL36	RPL36
OG0009138	RPL37	RPL37	RPL37
OG0009139	RPL37A	RPL37A	RPL37A
OG0009140	RPL38	RPL38	RPL38
OG0009141	RPL4	RPL4	RPL4
OG0009142	RPL7	RPL7	RPL7
OG0009143	RPL7A	RPL7A	RPL7A
OG0009144	RPL8	RPL8	RPL8
OG0009145	RPL9	RPL9	RPL9
OG0009146	RPLP0	RPLP0	RPLP0
OG0009147	RPLP2	RPLP2	LOC116939944
OG0009148	RPN1	RPN1	RPN1
OG0009149	RPN2	RPN2	RPN2
OG0009150	RPP21	LOC133340040	LOC116955128
OG0009151	RPP30	RPP30	RPP30
OG0009152	RPP38	RPP38	RPP38
OG0009153	RPP40	RPP40	RPP40
OG0009154	RPS10	RPS10	RPS10
OG0009155	RPS11	RPS11	RPS11
OG0009156	RPS12	LOC133340530	RPS12
OG0009157	RPS13	RPS13	RPS13
OG0009158	RPS15	RPS15	RPS15
OG0009159	RPS15A	RPS15A	RPS15A
OG0009160	RPS17	RPS17	RPS17
OG0009161	RPS19	RPS19	RPS19
OG0009162	RPS23	RPS23	RPS23
OG0009163	RPS24	RPS24	RPS24
OG0009164	RPS25	RPS25	RPS25
OG0009165	RPS27A	RPS27A	RPS27A
OG0009166	RPS28	RPS28	RPS28
OG0009167	RPS5	RPS5	RPS5
OG0009168	RPS6KA5	LOC133356371	RPS6KA5
OG0009169	RPS9	RPS9	RPS9
OG0009170	RPTOR	RPTOR	LOC116956562
OG0009171	RRAS2	LOC133347728	RRAS2
OG0009172	RRN3	RRN3	RRN3
OG0009173	RRP12	RRP12	RRP12
OG0009174	RRP36	RRP36	RRP36
OG0009175	RRP7A	RRP7A	RRP7A
OG0009176	RRP8	RRP8	RRP8
OG0009177	RRP9	RRP9	RRP9
OG0009178	RRS1	RRS1	RRS1
OG0009179	RSF1	RSF1	RSF1
OG0009180	RSL1D1	RSL1D1	RSL1D1
OG0009182	RSPH3	RSPH3	RSPH3
OG0009183	RSPH9	RSPH9	RSPH9
OG0009184	RSPRY1	RSPRY1	RSPRY1
OG0009185	RTCA	RTCA	RTCA
OG0009186	RTCB	RTCB	RTCB
OG0009187	RTN4IP1	RTN4IP1	RTN4IP1
OG0009188	RTRAF	RTRAF	RTRAF
OG0009189	RUVBL1	RUVBL1	RUVBL1
OG0009190	RUVBL2	RUVBL2	RUVBL2
OG0009191	RWDD1	RWDD1	RWDD1
OG0009192	RXYLT1	RXYLT1	RXYLT1
OG0009193	RYK	RYK	RYK
OG0009194	SAC3D1	SAC3D1	SAC3D1
OG0009195	SACS	SACS	SACS
OG0009196	SAMD8	SAMD8	SAMD8
OG0009197	SAMM50	SAMM50	SAMM50
OG0009198	SAMTOR	BMT2	SAMTOR
