OrthoSymbol	americanLobster	amphioxus	drosophila	flameJellyfish	octopus	scallop	vaseTunicate	waspSpider
OG0006192	LOC121874185	LOC136430183	Pdxk	LOC135685420	LOC106873490	LOC110450715	LOC100178162	LOC129961795
OG0006193	LOC121874192	LOC136443596	Dp1	LOC135688609	LOC106872584	LOC110455214	LOC100176627	LOC129966906
OG0006194	LOC121874194	LOC136439299	Mpp6	LOC135690854	LOC106880105	LOC110442716	LOC100185079	LOC129984409
OG0006195	LOC121874201	LOC136441978	Ass	LOC135693470	LOC106881508	LOC110462019	LOC100176491	LOC129983826
OG0006196	LOC121874203	LOC136439290	Hnf4	LOC135690616	LOC106867718	LOC110446294	hnf4	LOC129962617
OG0006197	LOC121874204	LOC136421669	CycC	LOC135696711	LOC106867551	LOC110462430	LOC100185167	LOC129969236
OG0006198	LOC121874206	LOC136447604	Bap60	LOC135681973	LOC106869145	LOC110461780	LOC100177871	LOC129976422
OG0006200	LOC121874215	LOC136423772	fwd	LOC135693441	LOC106875522	LOC110450896	LOC100177020	LOC129971422
OG0006201	LOC121874227	LOC136445964	ced-6	LOC135682719	LOC106877366	LOC110463586	LOC100182079	LOC129975963
OG0006203	LOC121874233	LOC136435600	CG3337	LOC135695341	LOC106872563	LOC110460846	LOC100185470	LOC129968976
OG0006204	LOC121874240	LOC136423440	mre11	LOC135684578	LOC106882263	LOC110453690	LOC100185652	LOC129976542
OG0006205	LOC121874245	LOC136440281	CG4338	LOC135692050	LOC106872717	LOC110455398	LOC100176322	LOC129966660
OG0006206	LOC121874249	LOC136448117	sfl	LOC135690011	LOC106883670	LOC110448531	LOC100180501	LOC129988090
OG0006207	LOC121874251	LOC136436601	spict	LOC135686439	LOC106876696	LOC110460468	LOC100186071	LOC129959630
OG0006208	LOC121874318	LOC136437967	Uev1A	LOC135690791	LOC106881923	LOC110458448	LOC100176652	LOC129972755
OG0006209	LOC121874330	LOC136426459	Rbcn-3A	LOC135687797	LOC106878469	LOC110455002	LOC100183656	LOC129961682
OG0006210	LOC121874336	LOC136422794	Ziz	LOC135684321	LOC106880262	LOC110465901	LOC100177087	LOC129980961
OG0006212	LOC121874397	LOC136432270	Mps1	LOC135693394	LOC106875756	LOC110451798	LOC100176899	LOC129965987
OG0006213	LOC121874400	LOC136445028	dnc	LOC135694795	LOC106867760	LOC110463904	LOC100186599	LOC129958840
OG0006214	LOC121874410	LOC136434677	Xpc	LOC135692659	LOC106874214	LOC110443908	LOC100177013	LOC129971080
OG0006215	LOC121874427	LOC136437449	RfC38	LOC135686655	LOC106872714	LOC110445789	LOC100184859	LOC129966061
OG0006216	LOC121874446	LOC136433017	Grp170	LOC135684299	LOC106879450	LOC110461418	LOC100186888	LOC129966554
OG0006217	LOC121874465	LOC136428323	ear	LOC135687186	LOC106883684	LOC110453080	LOC100180711	LOC129988039
OG0006218	LOC121874468	LOC136427513	Prp19	LOC135683950	LOC106881452	LOC110442736	LOC108949967	LOC129965788
OG0006219	LOC121874494	LOC136434010	CG5382	LOC135691227	LOC106869100	LOC110466006	LOC778831	LOC129981855
OG0006220	LOC121874497	LOC136448871	mts	LOC135695070	LOC106882016	LOC110457665	LOC100186064	LOC129957145
OG0006221	LOC121874498	LOC136437309	Pomp	LOC135686504	LOC106877729	LOC110447180	LOC113474870	LOC129963490
OG0006222	LOC121874499	LOC136436192	Pfas	LOC135686801	LOC106879080	LOC110446648	LOC100184530	LOC129958428
OG0006223	LOC121874505	LOC136433763	CycK	LOC135690100	LOC106871018	LOC110446434	LOC101243154	LOC129975627
OG0006225	LOC121874509	LOC136433101	Uba4	LOC135691204	LOC106869497	LOC110462807	LOC100181227	LOC129965287
OG0006227	LOC121874545	LOC136427783	Strump	LOC135688876	LOC106869244	LOC110456046	LOC100175056	LOC129963024
OG0006228	LOC121874548	LOC136420863	CG1161	LOC135695940	LOC106883151	LOC110450697	LOC100183612	LOC129964090
OG0006229	LOC121874549	LOC136427524	Mat89Ba	LOC135696354	LOC106871530	LOC110453737	LOC100185538	LOC129966374
OG0006231	LOC121874585	LOC136434026	e_y_3	LOC135681645	LOC106877163	LOC110454368	zf_phd_-1	LOC129980499
OG0006232	LOC121874591	LOC136447975	IFT20	LOC135683931	LOC106872889	LOC110461230	LOC100178357	LOC129960222
OG0006234	LOC121874602	LOC136443953	ND-13A	LOC135691424	LOC106882222	LOC110466944	LOC100186511	LOC129965755
OG0006235	LOC121874645	LOC136442364	Non3	LOC135685767	LOC106877602	LOC110448374	LOC100176470	LOC129976576
OG0006236	LOC121874677	LOC136438911	Bug22	LOC135690806	LOC106882506	LOC110453638	LOC100175467	LOC129963388
OG0006237	LOC121874680	LOC136441603	INPP5E	LOC135693961	LOC106880773	LOC110447300	LOC100180050	LOC129981681
OG0006238	LOC121874682	LOC136436250	beag	LOC135686858	LOC106875032	LOC110466715	LOC100178495	LOC129965799
OG0006240	LOC121874691	LOC136433226	Trmt61	LOC135682557	LOC106871100	LOC110466064	LOC100186814	LOC129969070
OG0006241	LOC121874692	LOC136440209	Lamtor2	LOC135692248	LOC106870689	LOC110453856	LOC100177011	LOC129975835
OG0006242	LOC121874698	LOC136425056	aph-1	LOC135696780	LOC106869604	LOC110448408	LOC100179067	LOC129981612
OG0006244	LOC121874704	LOC136445968	CG15093	LOC135682482	LOC106878483	LOC110460251	LOC100178943	LOC129976685
OG0006245	LOC121874710	LOC136436780	CG9799	LOC135686885	LOC106868302	LOC110452505	LOC100186454	LOC129988655
OG0006246	LOC121874711	LOC136430822	Arp1	LOC135696510	LOC106869795	LOC110460514	LOC100184579	LOC129965955
OG0006247	LOC121874715	LOC136426932	Tmem214	LOC135688895	LOC106880386	LOC110442839	LOC100186389	LOC129969432
OG0006248	LOC121874776	LOC136430141	Lipt1	LOC135695812	LOC106883160	LOC110448763	LOC100184117	LOC129981256
OG0006249	LOC121874849	LOC136433003	Pfdn2	LOC135690901	LOC106877963	LOC110461274	LOC100177542	LOC129976474
OG0006250	LOC121874855	LOC136436502	Nup98-96	LOC135686161	LOC106867789	LOC110449676	LOC100177504	LOC129957160
OG0006251	LOC121874873	LOC136424000	Zpr1	LOC135684359	LOC106867878	LOC110464833	LOC100182660	LOC129983846
OG0006252	LOC121874875	LOC136433182	mRpL49	LOC135691019	LOC106879573	LOC110464080	LOC100179051	LOC129984251
OG0006253	LOC121874900	LOC136423887	Not11	LOC135696611	LOC106872963	LOC110450095	LOC100186999	LOC129958575
OG0006254	LOC121874923	LOC136423850	botv	LOC135689836	LOC106874784	LOC110442614	LOC100184170	LOC129988529
OG0006255	LOC121874924	LOC136445994	Orc4	LOC135682436	LOC106870698	LOC110456234	LOC100183401	LOC129975914
OG0006256	LOC121874960	LOC136430295	Srp72	LOC135695807	LOC106874148	LOC110462334	LOC100182362	LOC129988098
OG0006257	LOC121874968	LOC136435584	caly	LOC135692941	LOC106869902	LOC110461258	LOC100177765	LOC129981362
OG0006258	LOC121874969	LOC136432266	Rrp46	LOC135693633	LOC106880623	LOC110447469	LOC100183725	LOC129981266
OG0006259	LOC121874971	LOC136448189	hob	LOC135683697	LOC106869079	LOC110452815	LOC100179534	LOC129965828
OG0006260	LOC121874978	LOC136433893	elm	LOC135686137	LOC106881204	LOC110467226	LOC100178190	LOC129974909
OG0006261	LOC121874979	LOC136430924	eRF1	LOC135695838	LOC106872975	LOC110466482	LOC100175820	LOC129966114
OG0006262	LOC121874980	LOC136443745	Usp5	LOC135688488	LOC106871526	LOC110464538	zf_ubp_-1	LOC129968707
OG0006263	LOC121874997	LOC136430612	IntS3	LOC135687318	LOC106874043	LOC110467041	LOC100176679	LOC129959825
OG0006264	LOC121875016	LOC136425379	emei	LOC135691269	LOC106873477	LOC110452581	LOC100185206	LOC129957412
OG0006266	LOC121875051	LOC136448374	Gar1	LOC135686236	LOC106869349	LOC110450410	LOC100181113	LOC129972828
OG0006267	LOC121875104	LOC136422625	CG33217	LOC135689794	LOC106875411	LOC110463205	LOC100180113	LOC129968138
OG0006268	LOC121875119	LOC136433488	Fancl	LOC135686325	LOC106880838	LOC110442570	LOC100175446	LOC129963682
OG0006269	LOC121875121	LOC136424126	Faf2	LOC135696610	LOC106879715	LOC110450917	LOC100183177	LOC129971612
OG0006270	LOC121875128	LOC136446644	Pex11ab	LOC135693930	LOC106883833	LOC110449272	LOC100180565	LOC129989282
OG0006271	LOC121875136	LOC136429757	snRNP-U1-C	LOC135681059	LOC106877223	LOC110466202	ci-zf_matrin_-4	LOC129972897
OG0006272	LOC121875139	LOC136423031	Cbp20	LOC135684137	LOC106871005	LOC110463204	LOC100181697	LOC129961985
OG0006273	LOC121875143	LOC136443263	CG7289	LOC135696725	LOC106878811	LOC110445465	LOC100177019	LOC129968637
OG0006274	LOC121875145	LOC136438460	Nprl2	LOC135681259	LOC106882059	LOC110462238	LOC100183442	LOC129975724
OG0006276	LOC121875168	LOC136449288	Cdc27	LOC135681763	LOC106884236	LOC110458634	LOC100185729	LOC129965915
OG0006277	LOC121875169	LOC136420409	CG8635	LOC135681567	LOC106869416	LOC110447101	zf_c3h_-2	LOC129961654
OG0006278	LOC121875204	LOC136445020	eIF2D	LOC135694679	LOC106873301	LOC110457897	LOC100178236	LOC129962040
OG0006279	LOC121875208	LOC136428075	blw	LOC135687323	LOC106878498	LOC110454000	ciatpsyna	LOC129969138
OG0006280	LOC121875252	LOC136432683	Megf8	LOC135684561	LOC106877988	LOC110457864	LOC100176201	LOC129971371
OG0006281	LOC121875281	LOC136425065	TfIIA-S	LOC135695281	LOC106873790	LOC110466022	LOC104266385	LOC129969600
OG0006282	LOC121875283	LOC136421668	Prosalpha5	LOC135692640	LOC106867541	LOC110454910	LOC100176195	LOC129963418
OG0006283	LOC121875284	LOC136427465	psidin	LOC135683000	LOC106869073	LOC110453291	LOC100184097	LOC129963081
OG0006284	LOC121875285	LOC136430653	Vps24	LOC135696065	LOC106882507	LOC110457165	LOC100176174	LOC129959070
OG0006285	LOC121875291	LOC136445999	Sgf11	LOC135682004	LOC106877361	LOC110465515	LOC100178640	LOC129964216
OG0006286	LOC121875295	LOC136423642	CG14591	LOC135684383	LOC106874915	LOC110466599	LOC100176212	LOC129958268
OG0006287	LOC121875298	LOC136440786	Pms2	LOC135691426	LOC106867657	LOC110447079	LOC100180400	LOC129976574
OG0006288	LOC121875301	LOC136432500	CG16952	LOC135681411	LOC106877185	LOC110440612	LOC100183802	LOC129959392
OG0006289	LOC121875310	LOC136439399	nbs	LOC135691320	LOC106875187	LOC110463998	LOC100178467	LOC129966012
OG0006290	LOC121875314	LOC136431169	Rpe	LOC135681551	LOC106882351	LOC110441398	LOC100177250	LOC129966831
OG0006292	LOC121875318	LOC136434039	SmD2	LOC135689356	LOC106881112	LOC110449632	LOC100181382	LOC129981542
OG0006293	LOC121875319	LOC136439591	Rint1	LOC135692212	LOC106867402	LOC110449885	LOC100181370	LOC129971153
OG0006294	LOC121875324	LOC136427062	Caf1-180	LOC135687266	LOC106879361	LOC110458302	LOC101242947	LOC129962009
OG0006295	LOC121875326	LOC136434521	und	LOC135692799	LOC106876094	LOC110443341	LOC100177432	LOC129965510
OG0006296	LOC121875338	LOC136433368	angel	LOC135693213	LOC106868579	LOC110446262	LOC100178596	LOC129975233
OG0006297	LOC121875342	LOC136447156	lt	LOC135684858	LOC106883153	LOC110455283	zf_ring_-20	LOC129987944
OG0006298	LOC121875344	LOC136441499	CG13293	LOC135694103	LOC106874603	LOC110451337	LOC100186211	LOC129981380
OG0006299	LOC121875355	LOC136428948	Pde8	LOC135687074	LOC106876564	LOC110451499	LOC100187433	LOC129957213
OG0006300	LOC121875357	LOC136423661	PIG-L	LOC135684956	LOC106871685	LOC110455343	LOC104266429	LOC129972296
OG0006301	LOC121875398	LOC136442318	mRRF1	LOC135683261	LOC106882229	LOC110451652	LOC104266851	LOC129968971
OG0006302	LOC121875412	LOC136422747	Hira	LOC135683336	LOC106882986	LOC110446044	LOC100181966	LOC129966696
OG0006303	LOC121875476	LOC136433559	Asator	LOC135688886	LOC106876343	LOC110447434	LOC100176391	LOC129956480
OG0006304	LOC121875530	LOC136442427	Sec16	LOC135693218	LOC106868398	LOC110447583	LOC108949786	LOC129971262
OG0006306	LOC121875553	LOC136437935	APP-BP1	LOC135696648	LOC106883862	LOC110449909	LOC100185177	LOC129969654
OG0006307	LOC121875607	LOC136427673	Spp	LOC135688881	LOC106880915	LOC110445171	psl3	LOC129972232
OG0006308	LOC121875608	LOC136439856	BHD	LOC135693834	LOC106878955	LOC110453908	LOC100186629	LOC129964079
OG0006309	LOC121875629	LOC136436968	FRG1	LOC135692954	LOC106872044	LOC110466731	LOC100179962	LOC129956589
OG0006310	LOC121875639	LOC136422573	PolA1	LOC135687092	LOC106882693	LOC110462429	LOC100184358	LOC129988231
OG0006311	LOC121875642	LOC136427919	CG13097	LOC135687389	LOC106873785	LOC110445575	LOC100178939	LOC129977119
OG0006312	LOC121875645	LOC136443951	Bap55	LOC135681056	LOC106871757	LOC110452324	LOC100185398	LOC129981099
OG0006313	LOC121875646	LOC136430709	Nup107	LOC135693939	LOC106872989	LOC110466293	LOC100181332	LOC129987950
OG0006315	LOC121875656	LOC136436559	CG15011	LOC135686815	LOC106884187	LOC110447140	zf_nfx1	LOC129959054
OG0006316	LOC121875679	LOC136422538	CG31111	LOC135684904	LOC106868347	LOC110449231	LOC104265998	LOC129972125
OG0006317	LOC121875685	LOC136430573	Golgin104	LOC135696202	LOC106878020	LOC110464693	LOC100175412	LOC129960351
OG0006318	LOC121875700	LOC136448148	mRpS24	LOC135692055	LOC106867661	LOC110447391	LOC100182378	LOC129989249
OG0006319	LOC121875703	LOC136446256	Pdk	LOC135682497	LOC106874800	LOC110456227	LOC100185085	LOC129981184
OG0006320	LOC121875716	LOC136439368	Su_dx	LOC135691147	LOC106883192	LOC110466815	LOC100182617	LOC129962720
OG0006321	LOC121875727	LOC136436765	Rrp45	LOC135686917	LOC106872890	LOC110449527	LOC100176284	LOC129971660
OG0006322	LOC121875736	LOC136422797	Karybeta3	LOC135684768	LOC106877198	LOC110454698	LOC100178062	LOC129959529
OG0006323	LOC121875746	LOC136428917	CG4593	LOC135688917	LOC106875825	LOC110442012	LOC100176778	LOC129969245
OG0006324	LOC121875748	LOC136420801	CG12384	LOC135681734	LOC106870265	LOC110442383	LOC100183633	LOC129959325
OG0006326	LOC121875778	LOC136431160	BNIP3	LOC135696520	LOC106879526	LOC110457227	LOC100182592	LOC129958443
OG0006327	LOC121875792	LOC136435724	Mcm2	LOC135692698	LOC106868147	LOC110462246	LOC100186333	LOC129975852
OG0006328	LOC121875794	LOC136444377	Urod	LOC135694615	LOC106868090	LOC110452530	LOC100182622	LOC129968871
OG0006329	LOC121875807	LOC136432197	CG15602	LOC135684893	LOC106875126	LOC110454665	zf_fyve_-10	LOC129984247
OG0006330	LOC121875823	LOC136427712	Nse1	LOC135689142	LOC106869000	LOC110463536	LOC100179021	LOC129963616
OG0006331	LOC121875826	LOC136430377	CG5498	LOC135696295	LOC106880660	LOC110466409	LOC100185525	LOC129967123
OG0006332	LOC121875829	LOC136441002	Mnat9	LOC135692221	LOC106882876	LOC110467350	LOC100177307	LOC129983969
OG0006333	LOC121875831	LOC136446643	YME1L	LOC135682293	LOC106881149	LOC110456218	LOC100179733	LOC129960682
OG0006334	LOC121875852	LOC136433057	ida	LOC135693951	LOC106881776	LOC110450301	LOC100185104	LOC129969355
OG0006335	LOC121875853	LOC136445528	AspRS	LOC135681912	LOC106875161	LOC110442645	LOC100186203	LOC129976402
OG0006336	LOC121875880	LOC136433405	Trs33	LOC135694214	LOC106875750	LOC110461466	LOC100183093	LOC129965515
OG0006337	LOC121875904	LOC136437973	HemK2	LOC135688144	LOC106872149	LOC110451999	LOC100181953	LOC129981573
OG0006338	LOC121875907	LOC136441714	Snapin	LOC135693262	LOC106870326	LOC110442232	LOC100176356	LOC129972848
OG0006339	LOC121875937	LOC136434558	CG5274	LOC135689832	LOC106879053	LOC110466941	LOC100186283	LOC129968813
OG0006340	LOC121875965	LOC136439026	CG8314	LOC135691007	LOC106878124	LOC110463533	LOC100185534	LOC129963799
OG0006342	LOC121876040	LOC136422698	Wdfy2	LOC135684772	LOC106868453	LOC110461857	zf_fyve_-1	LOC129957216
OG0006343	LOC121876058	LOC136443529	Ssl1	LOC135688053	LOC106875921	LOC110462731	zf_c2h2_-114	LOC129981215
OG0006345	LOC121876061	LOC136442432	CG2991	LOC135694036	LOC106874178	LOC110459352	LOC100176980	LOC129960182
OG0006346	LOC121876062	LOC136433924	PCB	LOC135685119	LOC106876357	LOC110461483	LOC100181512	LOC129957117
OG0006347	LOC121876079	LOC136430777	Kaz	LOC135696410	LOC106874731	LOC110466406	LOC100177105	LOC129988324
OG0006348	LOC121876082	LOC136421743	betaCOP	LOC135696796	LOC106880484	LOC110447064	LOC100175227	LOC129988265
OG0006350	LOC121876086	LOC136433567	L2HGDH	LOC135689814	LOC106870546	LOC110461468	LOC100184325	LOC129980938
OG0006352	LOC121876094	LOC136424488	Khc-73	LOC135689658	LOC106881370	LOC110458105	LOC100176345	LOC129968895
OG0006353	LOC121876144	LOC136432233	Ubr1	LOC135687017	LOC106876698	LOC110445254	LOC100184173	LOC129988947
OG0006354	LOC121876155	LOC136435685	Synj	LOC135681040	LOC106879251	LOC110442910	LOC100177642	LOC129960133
OG0006356	LOC121876188	LOC136427005	Mgtor	LOC135684979	LOC106884301	LOC110456047	LOC100185005	LOC129975146
OG0006357	LOC121876190	LOC136428750	FIG4	LOC135685412	LOC106877055	LOC110447694	LOC100185300	LOC129975849
OG0006358	LOC121876198	LOC136443117	CG14105	LOC135688054	LOC106882274	LOC110442946	LOC100182862	LOC129965589
OG0006359	LOC121876206	LOC136439065	Dus2	LOC135685156	LOC106875714	LOC110443785	LOC100176105	LOC129968488
OG0006360	LOC121876211	LOC136438938	Asciz	LOC135690527	LOC106883165	LOC110457497	LOC100183782	LOC129963302
OG0006361	LOC121876221	LOC136443170	Trp1	LOC135688504	LOC106881460	LOC110460819	LOC100178586	LOC129972633
OG0006362	LOC121876228	LOC136437942	CG10555	LOC135685694	LOC106872765	LOC110450826	LOC100182754	LOC129956987
OG0006363	LOC121876239	LOC136433903	Mcm5	LOC135693761	LOC106867185	LOC110461444	LOC100180633	LOC129975262
OG0006364	LOC121876247	LOC136429817	CG8379	LOC135696417	LOC106876394	LOC110466433	LOC100183951	LOC129958232
OG0006365	LOC121876253	LOC136443495	yps	LOC135688049	LOC106879831	LOC110448255	yb1/2/3	LOC129971264
OG0006367	LOC121876282	LOC136420909	Ca-beta	LOC135681453	LOC106873463	LOC110442884	LOC100184830	LOC129962377
OG0006368	LOC121876285	LOC136435767	CG3309	LOC135692763	LOC106877922	LOC110456725	LOC100181589	LOC129963158
OG0006369	LOC121876300	LOC136437062	Ubc4	LOC135686500	LOC106881535	LOC110445276	LOC100176571	LOC129968869
OG0006370	LOC121876304	LOC136436785	AIF	LOC135684210	LOC106870755	LOC110454837	LOC100178288	LOC129973029
OG0006372	LOC121876349	LOC136423954	Mcm3	LOC135689401	LOC106877107	LOC110464168	LOC108950147	LOC129965820
OG0006374	LOC121876381	LOC136444199	g	LOC135695041	LOC106879847	LOC110456060	LOC100175457	LOC129960193
OG0006375	LOC121876385	LOC136444579	Art4	LOC135694458	LOC106871195	LOC110443659	LOC100182639	LOC129974996
OG0006376	LOC121876388	LOC136447146	sgl	LOC135688556	LOC106872643	LOC110458657	LOC100178373	LOC129989043
OG0006377	LOC121876403	LOC136446208	Rpn3	LOC135682885	LOC106884432	LOC110445077	LOC100181298	LOC129963515
OG0006379	LOC121876442	LOC136434568	Gmppb	LOC135692453	LOC106883859	LOC110449578	LOC100183658	LOC129964029
OG0006380	LOC121876449	LOC136435653	tank	LOC135684479	LOC106881319	LOC110461275	LOC100182820	LOC129972859
OG0006381	LOC121876465	LOC136437321	larp	LOC135686605	LOC106881367	LOC110457424	LOC100185354	LOC129960125
OG0006382	LOC121876467	LOC136427278	MED23	LOC135688786	LOC106880566	LOC110465633	LOC100177856	LOC129968963
OG0006383	LOC121876472	LOC136421149	hzg	LOC135681367	LOC106877370	LOC110446183	LOC100176815	LOC129968470
OG0006385	LOC121876486	LOC136432186	NO66	LOC135691700	LOC106882535	LOC110459592	LOC100179691	LOC129976355
OG0006387	LOC121876524	LOC136423627	CG6066	LOC135684842	LOC106884000	LOC110462432	LOC100183678	LOC129968849
OG0006388	LOC121876585	LOC136445019	Pgm1	LOC135695086	LOC106876411	LOC110445181	LOC100178660	LOC129976146
OG0006389	LOC121876587	LOC136435303	SerRS	LOC135686786	LOC106874763	LOC110457993	LOC100183239	LOC129958374
OG0006390	LOC121876590	LOC136449328	nop5	LOC135681492	LOC106868126	LOC110442969	LOC100183900	LOC129989384
OG0006391	LOC121876592	LOC136445975	CG15701	LOC135682350	LOC106878388	LOC110447980	LOC101243160	LOC129981101
OG0006392	LOC121876602	LOC136442123	Kap3	LOC135693702	LOC106876140	LOC110451690	LOC100179824	LOC129988235
OG0006393	LOC121876605	LOC136439153	PheRS-m	LOC135687022	LOC106880224	LOC110446318	LOC100179100	LOC129962475
OG0006394	LOC121876640	LOC136438931	beg	LOC135690779	LOC106879014	LOC110441927	LOC100178149	LOC129984183
OG0006395	LOC121876643	LOC136428322	Pi3K59F	LOC135687183	LOC106868964	LOC110455003	LOC100182163	LOC129961772
OG0006396	LOC121876648	LOC136441367	Rop	LOC135686038	LOC106874525	LOC110449855	LOC100176725	LOC129963137
OG0006397	LOC121876655	LOC136421274	Rme-8	LOC135681461	LOC106870860	LOC110458712	LOC100180759	LOC129983730
OG0006398	LOC121876661	LOC136431114	nst	LOC135696126	LOC106875741	LOC110460506	LOC100184742	LOC129971554
OG0006399	LOC121876664	LOC136429796	CG32576	LOC135695666	LOC106875604	LOC110459940	LOC100184252	LOC129972803
OG0006400	LOC121876669	LOC136424979	CG14043	LOC135683987	LOC106871311	LOC110466136	LOC100182026	LOC129984608
OG0006401	LOC121876670	LOC136433668	Vps16B	LOC135689645	LOC106881195	LOC110459432	LOC100185024	LOC129960714
OG0006402	LOC121876688	LOC136428706	Usp14	LOC135688922	LOC106879652	LOC110457133	LOC100177289	LOC129971544
OG0006403	LOC121876704	LOC136430475	Cog8	LOC135684218	LOC106869850	LOC110464281	LOC100183319	LOC129960423
OG0006405	LOC121876710	LOC136432145	CG3040	LOC135681782	LOC106883729	LOC110457790	LOC100185021	LOC129967099
OG0006406	LOC121876712	LOC136432894	Ufd4	LOC135692018	LOC106883594	LOC110454650	LOC100186019	LOC129960846
OG0006407	LOC121876731	LOC136439021	kis	LOC135690890	LOC106872482	LOC110462670	LOC100185023	LOC129963189
OG0006408	LOC121876736	LOC136428848	HBS1	LOC135688777	LOC106882204	LOC110459729	LOC100186450	LOC129981763
OG0006409	LOC121876737	LOC136448351	CG2224	LOC135680786	LOC106875332	LOC110451220	LOC100177767	LOC129988679
OG0006410	LOC121876738	LOC136432347	TfIIEalpha	LOC135685819	LOC106883880	LOC110465379	LOC100175005	LOC129985322
OG0006411	LOC121876739	LOC136448371	CG3764	LOC135689626	LOC106874084	LOC110463851	LOC101242748	LOC129963623
OG0006412	LOC121876742	LOC136441559	CG16787	LOC135693968	LOC106871490	LOC110450303	LOC100182736	LOC129988174
OG0006413	LOC121876771	LOC136433264	CG11141	LOC135688401	LOC106873891	LOC110467229	LOC100177602	LOC129975210
OG0006415	LOC121876779	LOC136448341	Papss	LOC135696608	LOC106875650	LOC110441138	asak	LOC129975604
OG0006416	LOC121876784	LOC136445874	trsn	LOC135681914	LOC106869460	LOC110465766	LOC100183012	LOC129966011
OG0006417	LOC121876788	LOC136443140	P5CDh1	LOC135687977	LOC106880181	LOC110440488	LOC100179556	LOC129980585
OG0006418	LOC121876789	LOC136446559	Cox11	LOC135691842	LOC106869477	LOC110447392	LOC100181516	LOC129975967
OG0006420	LOC121876791	LOC136444717	hook	LOC135694513	LOC106871435	LOC110448788	LOC100176517	LOC129958861
OG0006421	LOC121876813	LOC136449163	Lamtor3	LOC135680929	LOC106875484	LOC110449881	LOC113475835	LOC129964918
OG0006422	LOC121876815	LOC136446733	CG4957	LOC135682740	LOC106869964	LOC110461930	LOC100179843	LOC129981984
OG0006424	LOC121876836	LOC136430022	Eaf6	LOC135685161	LOC106879020	LOC110456451	LOC100185254	LOC129984755
OG0006425	LOC121876879	LOC136434430	Tbc1d22	LOC135692470	LOC106878652	LOC110465165	LOC100183852	LOC129966787
OG0006427	LOC121876890	LOC136435570	bonsai	LOC135685843	LOC106869425	LOC110460356	LOC100180232	LOC129972252
OG0006428	LOC121876891	LOC136436524	Unc50	LOC135686674	LOC106872630	LOC110458982	LOC100175882	LOC129965707
OG0006429	LOC121876892	LOC136448594	CG6724	LOC135682268	LOC106882734	LOC110463470	LOC113474056	LOC129981354
OG0006430	LOC121876904	LOC136431415	CG6005	LOC135696005	LOC106867412	LOC110463801	LOC100182121	LOC129966257
OG0006431	LOC121876923	LOC136436851	Gnptab	LOC135692341	LOC106867695	LOC110450047	LOC100175423	LOC129981140
OG0006432	LOC121876929	LOC136438834	Cnep1r2	LOC135691339	LOC106882230	LOC110448172	LOC100178514	LOC129971803
OG0006434	LOC121876940	LOC136443620	Snoo	LOC135688135	LOC106881090	LOC110440516	LOC100175177	LOC129966055
OG0006435	LOC121876992	LOC136447628	CG2656	LOC135693117	LOC106884178	LOC110461380	LOC100180720	LOC129968955
OG0006436	LOC121876994	LOC136439313	CG13784	LOC135691300	LOC106878029	LOC110453605	LOC100176476	LOC129963744
OG0006437	LOC121877002	LOC136434323	mon2	LOC135692383	LOC106883236	LOC110443862	LOC108950893	LOC129960013
OG0006439	LOC121877018	LOC136444014	aPKC	LOC135688290	LOC106871364	LOC110459789	LOC100180863	LOC129968960
OG0006440	LOC121877038	LOC136442795	cpb	LOC135687993	LOC106871873	LOC110459791	capzb	LOC129968486
OG0006442	LOC121877179	LOC136438142	CG12321	LOC135690558	LOC106870864	LOC110453642	LOC100176692	LOC129966512
OG0006443	LOC121877186	LOC136433296	Wdr92	LOC135689876	LOC106879941	LOC110467251	LOC100179696	LOC129957480
OG0006444	LOC121877189	LOC136439417	dup	LOC135691230	LOC106880472	LOC110466849	LOC100184078	LOC129971659
OG0006445	LOC121877190	LOC136442485	Ufd1	LOC135683115	LOC106870498	LOC110463129	LOC100177140	LOC129975230
OG0006446	LOC121877211	LOC136441231	CG16865	LOC135694093	LOC106867364	LOC110441369	LOC100184687	LOC129971632
OG0006447	LOC121877241	LOC136427365	fbp	LOC135687310	LOC106868967	LOC110465549	LOC100184976	LOC129966839
OG0006448	LOC121877244	LOC136432361	Psn	LOC135688955	LOC106879938	LOC110448115	LOC100180547	LOC129976228
OG0006449	LOC121877245	LOC136440468	rig	LOC135686640	LOC106875942	LOC110457206	LOC100177551	LOC129962662
OG0006450	LOC121877247	LOC136446013	Nacalpha	LOC135682830	LOC106884019	LOC110442631	LOC100178016	LOC129983584
OG0006451	LOC121877250	LOC136428054	CG12818	LOC135691217	LOC106878839	LOC110442879	LOC100177873	LOC129984699
OG0006452	LOC121877255	LOC136448362	Usp39	LOC135691268	LOC106880809	LOC110461135	zf_ubp_-4	LOC129954800
OG0006453	LOC121877257	LOC136425627	CG8230	LOC135690369	LOC106877678	LOC110466030	LOC100178029	LOC129958242
OG0006454	LOC121877261	LOC136443603	meigo	LOC135682422	LOC106876680	LOC110448028	LOC100185019	LOC129972559
OG0006455	LOC121877265	LOC136436444	mRpL44	LOC135685254	LOC106871979	LOC110461859	LOC100176475	LOC129965587
OG0006456	LOC121877268	LOC136444221	Ak3	LOC135694762	LOC106874656	LOC110442802	LOC100182043	LOC129960559
