OrganismShortName	OrganismID	OrganismColor	AnnotationSource	ProteinSource	CMAF	NRL	MAFA	MAFB	MAFF	MAFG	MAFK	OTX1	OTX2	CRX
ostrich	Struthio_camelus	Birds	GCF	Annotated	ostrich__MAF__XP_068812426.1		ostrich__MAFA__XP_068789949.1	ostrich__MAFB__XP_009669433.1	ostrich__MAFF__XP_068798295.1	ostrich__MAFG__XP_009667074.2	ostrich__MAFK__XP_068764117.1	ostrich__OTX1__XP_068792634.1	ostrich__OTX2__XP_009668952.1	ostrich__CRX__XP_068766418.1
ostrich	Struthio_camelus	Birds	GCF	Denovo	ostrich__Unknown__TRINITY_DN3741_c1_g1_i2.p2,ostrich__Unknown__TRINITY_DN9016_c0_g2_i1.p1		ostrich__Unknown__TRINITY_DN3741_c1_g2_i4.p2	ostrich__Unknown__TRINITY_DN3741_c1_g3_i2.p1	ostrich__Unknown__TRINITY_DN3272_c0_g1_i1.p2	ostrich__Unknown__TRINITY_DN4561_c0_g1_i3.p2	ostrich__Unknown__TRINITY_DN2430_c0_g1_i9.p2	ostrich__Unknown__TRINITY_DN1258_c0_g2_i14.p1	ostrich__Unknown__TRINITY_DN1258_c0_g3_i1.p1	ostrich__Unknown__TRINITY_DN12197_c0_g2_i2.p4
mallardDuck	Anas_platyrhynchos	Birds	GCF	Annotated	mallardDuck__MAF__XP_038041342.1		mallardDuck__MAFA__XP_027308589.1	mallardDuck__MAFB__XP_005012103.1	mallardDuck__MAFF__XP_027306343.1	mallardDuck__MAFG__XP_005011602.1	mallardDuck__MAFK__XP_071880198.1	mallardDuck__OTX1__XP_038032674.1	mallardDuck__OTX2__XP_027315034.1	mallardDuck__LOC140000269__XP_071886214.1
muscovyDuck	Cairina_moschata	Birds	GCF Near	Denovo	muscovyDuck__Unknown__TRINITY_DN2103_c0_g1_i8.p1		muscovyDuck__Unknown__TRINITY_DN5357_c1_g2_i1.p2	muscovyDuck__Unknown__TRINITY_DN5357_c1_g1_i3.p2	muscovyDuck__Unknown__TRINITY_DN1182_c4_g1_i1.p2	muscovyDuck__Unknown__TRINITY_DN902_c1_g2_i2.p1	muscovyDuck__Unknown__TRINITY_DN4141_c0_g1_i3.p1	muscovyDuck__Unknown__TRINITY_DN317_c0_g3_i1.p1		muscovyDuck__Unknown__TRINITY_DN317_c0_g1_i6.p3
quail	Coturnix_japonica	Birds	GCF	Annotated	quail__MAF__XP_015729607.1		quail__MAFA__XP_015711959.1	quail__MAFB__XP_015736936.1	quail__MAFF__XP_015718579.1	quail__MAFG__XP_015735390.1	quail__MAFK__XP_015732262.1	quail__OTX1__XP_015712084.1	quail__OTX2__XP_015721371.1	
quail	Coturnix_japonica	Birds	GCF	Denovo	quail__Unknown__TRINITY_DN9238_c0_g1_i9.p2,quail__Unknown__TRINITY_DN43442_c0_g2_i1.p1		quail__Unknown__TRINITY_DN823_c1_g1_i1.p1	quail__Unknown__TRINITY_DN823_c1_g3_i1.p2	quail__Unknown__TRINITY_DN6091_c0_g1_i2.p2	quail__Unknown__TRINITY_DN9611_c0_g1_i3.p1	quail__Unknown__TRINITY_DN27831_c0_g1_i3.p1	quail__Unknown__TRINITY_DN741_c1_g1_i5.p1	quail__Unknown__TRINITY_DN4560_c1_g2_i1.p1	quail__Unknown__TRINITY_DN877_c1_g1_i9.p1
chicken	Gallus_gallus	Birds	GCF	Annotated	chicken__MAF__XP_015148000.1		chicken__MAFA__NP_990356.1	chicken__MAFB__NP_001026023.1	chicken__MAFF__XP_046760163.1	chicken__MAFG__XP_015150912.1	chicken__MAFK__XP_040503249.1	chicken__OTX1__XP_015133598.2	chicken__OTX2__NP_989851.2	
chicken	Gallus_gallus	Birds	GCF	Denovo	chicken__Unknown__TRINITY_DN56476_c0_g1_i1.p2,chicken__Unknown__TRINITY_DN54315_c0_g1_i1.p1		chicken__Unknown__TRINITY_DN5636_c0_g1_i1.p2,chicken__Unknown__TRINITY_DN12272_c1_g1_i1.p1	chicken__Unknown__TRINITY_DN183466_c0_g1_i1.p2	chicken__Unknown__TRINITY_DN157257_c0_g1_i1.p1	chicken__Unknown__TRINITY_DN82238_c0_g1_i1.p1	chicken__Unknown__TRINITY_DN55578_c0_g1_i1.p1		chicken__Unknown__TRINITY_DN5230_c0_g1_i1.p1	chicken__Unknown__TRINITY_DN21257_c0_g1_i1.p3
redStreamertail	Trochilus_polytmus	Birds	NoGenome	Denovo	redStreamertail__Unknown__TRINITY_DN13301_c0_g1_i3.p2,redStreamertail__Unknown__TRINITY_DN4914_c0_g1_i1.p1		redStreamertail__Unknown__TRINITY_DN15167_c0_g1_i1.p1,redStreamertail__Unknown__TRINITY_DN13301_c0_g3_i2.p1	redStreamertail__Unknown__TRINITY_DN13301_c0_g2_i1.p2	redStreamertail__Unknown__TRINITY_DN9147_c0_g1_i1.p1	redStreamertail__Unknown__TRINITY_DN12454_c0_g1_i1.p1	redStreamertail__Unknown__TRINITY_DN48415_c0_g1_i2.p1	redStreamertail__Unknown__TRINITY_DN68747_c0_g2_i5.p1	redStreamertail__Unknown__TRINITY_DN68747_c0_g1_i1.p1,redStreamertail__Unknown__TRINITY_DN2868_c0_g1_i5.p1	redStreamertail__Unknown__TRINITY_DN413_c1_g2_i15.p1
blackStreamertail	Trochilus_scitulus	Birds	NoGenome	Denovo	blackStreamertail__Unknown__TRINITY_DN2782_c0_g1_i2.p2,blackStreamertail__Unknown__TRINITY_DN35522_c0_g1_i1.p1		blackStreamertail__Unknown__TRINITY_DN2782_c0_g3_i1.p1	blackStreamertail__Unknown__TRINITY_DN2782_c0_g2_i4.p2	blackStreamertail__Unknown__TRINITY_DN4329_c0_g2_i2.p2	blackStreamertail__Unknown__TRINITY_DN9692_c0_g1_i1.p1	blackStreamertail__Unknown__TRINITY_DN7611_c0_g1_i2.p1	blackStreamertail__Unknown__TRINITY_DN5602_c1_g1_i2.p1	blackStreamertail__Unknown__TRINITY_DN11178_c0_g1_i5.p1	
hybridStreamertail	Trochilus_hybrid	Birds	NoGenome	Denovo	hybridStreamertail__Unknown__TRINITY_DN2856_c0_g2_i5.p3,hybridStreamertail__Unknown__TRINITY_DN25847_c0_g2_i1.p1		hybridStreamertail__Unknown__TRINITY_DN2856_c0_g1_i6.p1	hybridStreamertail__Unknown__TRINITY_DN2856_c0_g3_i1.p2	hybridStreamertail__Unknown__TRINITY_DN4972_c0_g1_i4.p3	hybridStreamertail__Unknown__TRINITY_DN160031_c0_g1_i1.p1	hybridStreamertail__Unknown__TRINITY_DN6429_c0_g1_i2.p1	hybridStreamertail__Unknown__TRINITY_DN8613_c0_g1_i1.p1,hybridStreamertail__Unknown__TRINITY_DN9632_c2_g1_i2.p1	hybridStreamertail__Unknown__TRINITY_DN2897_c0_g1_i6.p1	
pigeon	Columba_livia	Birds	GCF	Annotated	pigeon__MAF__XP_064884597.1		pigeon__MAFA__XP_064910682.1	pigeon__MAFB__XP_005502756.1	pigeon__MAFF__XP_064903426.1	pigeon__MAFG__XP_064890380.1	pigeon__MAFK__XP_064887576.1	pigeon__OTX1__XP_064915312.1	pigeon__OTX2__XP_064919169.1	pigeon__LOC102094696__XP_064900299.1
pigeon	Columba_livia	Birds	GCF	Denovo	pigeon__Unknown__TRINITY_DN6403_c0_g2_i5.p2,pigeon__Unknown__TRINITY_DN2568_c2_g1_i1.p1		pigeon__Unknown__TRINITY_DN3003_c0_g1_i5.p1	pigeon__Unknown__TRINITY_DN4010_c2_g1_i1.p2	pigeon__Unknown__TRINITY_DN4784_c0_g1_i2.p2	pigeon__Unknown__TRINITY_DN17169_c0_g1_i35.p6		pigeon__Unknown__TRINITY_DN6590_c0_g1_i2.p1	pigeon__Unknown__TRINITY_DN5016_c1_g1_i10.p1	pigeon__Unknown__TRINITY_DN1663_c0_g1_i35.p2
kite	Elanus_caeruleus	Birds	GCF Near	Denovo	kite__Unknown__TRINITY_DN7220_c0_g5_i1.p1		kite__Unknown__TRINITY_DN104870_c0_g1_i1.p1	kite__Unknown__TRINITY_DN5243_c1_g1_i2.p2	kite__Unknown__TRINITY_DN227_c1_g1_i1.p4	kite__Unknown__TRINITY_DN2790_c1_g1_i2.p2	kite__Unknown__TRINITY_DN2790_c1_g2_i7.p2	kite__Unknown__TRINITY_DN5577_c0_g2_i1.p1	kite__Unknown__TRINITY_DN5860_c1_g1_i3.p4,kite__Unknown__TRINITY_DN1455_c0_g1_i1.p1	kite__Unknown__TRINITY_DN9052_c0_g2_i6.p2
goldenEagle	Aquila_chrysaetos	Birds	GCF	Annotated	goldenEagle__MAF__XP_029880100.1		goldenEagle__MAFA__XP_029868500.1	goldenEagle__MAFB__XP_029866112.1	goldenEagle__MAFF__XP_029896324.1	goldenEagle__MAFG__XP_040979213.1	goldenEagle__MAFK__XP_029857514.1	goldenEagle__OTX1__XP_029879450.1	goldenEagle__OTX2__XP_029893759.1	
vulture	Aegypius_monachus	Birds	GCF Near	Denovo	vulture__Unknown__TRINITY_DN4263_c0_g1_i12.p2,vulture__Unknown__TRINITY_DN1591_c9_g1_i1.p1		vulture__Unknown__TRINITY_DN675_c2_g1_i6.p1	vulture__Unknown__TRINITY_DN675_c2_g2_i1.p2	vulture__Unknown__TRINITY_DN3575_c0_g1_i1.p2	vulture__Unknown__TRINITY_DN2269_c1_g3_i1.p2	vulture__Unknown__TRINITY_DN4416_c1_g1_i4.p1	vulture__Unknown__TRINITY_DN840_c0_g3_i1.p1	vulture__Unknown__TRINITY_DN840_c0_g2_i1.p2	
harpyEagle	Harpia_harpyja	Birds	GCF	Annotated	harpyEagle__MAF__XP_052651390.1		harpyEagle__MAFA__XP_052644556.1	harpyEagle__MAFB__XP_052645446.1	harpyEagle__MAFF__XP_052646533.1	harpyEagle__MAFG__XP_052662950.1	harpyEagle__MAFK__XP_052628487.1	harpyEagle__OTX1__XP_052641625.1	harpyEagle__OTX2__XP_052639501.1	harpyEagle__LOC128138109__XP_052635385.1
harrier	Circus_melanoleucos	Birds	GCF Near	Denovo	harrier__Unknown__TRINITY_DN835_c0_g1_i7.p3,harrier__Unknown__TRINITY_DN2231_c2_g2_i1.p2			harrier__Unknown__TRINITY_DN835_c0_g2_i3.p2	harrier__Unknown__TRINITY_DN3748_c0_g1_i5.p3	harrier__Unknown__TRINITY_DN1038_c0_g1_i2.p2	harrier__Unknown__TRINITY_DN1038_c0_g3_i1.p1,harrier__Unknown__TRINITY_DN1038_c0_g4_i1.p1	harrier__Unknown__TRINITY_DN152_c0_g4_i1.p1,harrier__Unknown__TRINITY_DN152_c0_g3_i5.p1,harrier__Unknown__TRINITY_DN152_c0_g2_i1.p1		
greyfacedBuzzard	Butastur_indicus	Birds	GCF Near	Denovo	greyfacedBuzzard__Unknown__TRINITY_DN12774_c0_g1_i26.p2,greyfacedBuzzard__Unknown__TRINITY_DN1263_c0_g2_i1.p2		greyfacedBuzzard__Unknown__TRINITY_DN968_c0_g1_i6.p1	greyfacedBuzzard__Unknown__TRINITY_DN968_c0_g2_i1.p2	greyfacedBuzzard__Unknown__TRINITY_DN397_c0_g1_i3.p3	greyfacedBuzzard__Unknown__TRINITY_DN10809_c0_g2_i7.p1	greyfacedBuzzard__Unknown__TRINITY_DN10809_c0_g3_i1.p1,greyfacedBuzzard__Unknown__TRINITY_DN10809_c0_g1_i1.p1	greyfacedBuzzard__Unknown__TRINITY_DN1117_c2_g1_i1.p1	greyfacedBuzzard__Unknown__TRINITY_DN2471_c0_g3_i1.p1,greyfacedBuzzard__Unknown__TRINITY_DN2471_c0_g2_i1.p1	
commonBuzzard	Buteo_buteo	Birds	GCF	Annotated	commonBuzzard__MAF__XP_074896084.1		commonBuzzard__MAFA__XP_074880177.1	commonBuzzard__MAFB__XP_074915426.1	commonBuzzard__MAFF__XP_074907107.1	commonBuzzard__MAFG__XP_074900176.1	commonBuzzard__MAFK__XP_074914901.1	commonBuzzard__OTX1__XP_074892886.1	commonBuzzard__OTX2__XP_074887128.1	commonBuzzard__LOC142026825__XP_074876327.1
redTailHawk	Buteo_jamaicensis	Birds	GCF Near	Denovo	redTailHawk__Unknown__TRINITY_DN88199_c0_g1_i1.p2		redTailHawk__Unknown__TRINITY_DN11161_c1_g1_i4.p2	redTailHawk__Unknown__TRINITY_DN11161_c1_g2_i1.p1,redTailHawk__Unknown__TRINITY_DN11161_c1_g3_i1.p2	redTailHawk__Unknown__TRINITY_DN12211_c0_g1_i1.p2	redTailHawk__Unknown__TRINITY_DN5369_c2_g1_i2.p2	redTailHawk__Unknown__TRINITY_DN958_c1_g1_i1.p1	redTailHawk__Unknown__TRINITY_DN17370_c0_g1_i1.p2,redTailHawk__Unknown__TRINITY_DN80566_c0_g1_i1.p1	redTailHawk__Unknown__TRINITY_DN3447_c1_g1_i1.p1	redTailHawk__Unknown__TRINITY_DN8395_c0_g1_i1.p2,redTailHawk__Unknown__TRINITY_DN3447_c3_g1_i5.p1,redTailHawk__Unknown__TRINITY_DN3447_c3_g2_i1.p5
gosHwak	Astur_gentilis	Birds	GCF	Annotated	gosHwak__MAF__XP_049662322.1		gosHwak__MAFA__XP_049682097.1	gosHwak__MAFB__XP_049672993.1	gosHwak__MAFF__XP_049677759.1	gosHwak__MAFG__XP_049668419.1	gosHwak__MAFK__XP_049647588.1	gosHwak__OTX1__XP_049655724.1	gosHwak__OTX2__XP_049684633.1	gosHwak__LOC126037476__XP_049653753.1
coopersHawk	Accipiter_cooperii	Birds	Ensembl Near	Denovo			coopersHawk__Unknown__TRINITY_DN4098_c0_g1_i3.p2	coopersHawk__Unknown__TRINITY_DN4098_c0_g2_i1.p2	coopersHawk__Unknown__TRINITY_DN96406_c0_g1_i1.p2	coopersHawk__Unknown__TRINITY_DN5736_c0_g2_i1.p1	coopersHawk__Unknown__TRINITY_DN5736_c0_g1_i2.p1		coopersHawk__Unknown__TRINITY_DN862_c1_g1_i1.p1	coopersHawk__Unknown__TRINITY_DN941_c0_g1_i1.p4
besra	Accipiter_virgatus	Birds	Ensembl Near	Denovo	besra__Unknown__TRINITY_DN583_c0_g1_i6.p3,besra__Unknown__TRINITY_DN4430_c1_g2_i1.p2		besra__Unknown__TRINITY_DN150_c0_g1_i9.p1	besra__Unknown__TRINITY_DN8404_c0_g1_i1.p2	besra__Unknown__TRINITY_DN2833_c0_g1_i1.p2		besra__Unknown__TRINITY_DN1175_c1_g1_i7.p1	besra__Unknown__TRINITY_DN131_c2_g2_i4.p2,besra__Unknown__TRINITY_DN131_c4_g1_i1.p1	besra__Unknown__TRINITY_DN257_c3_g1_i1.p1	besra__Unknown__TRINITY_DN1166_c0_g1_i1.p4
sparrowHawk	Accipiter_nisus	Birds	Ensembl	Annotated	sparrowHawk__gene_ENSANIG00000002392__ENSANIP00000003522		sparrowHawk__gene_ENSANIG00000009040__ENSANIP00000013306	sparrowHawk__gene_ENSANIG00000007633__ENSANIP00000011272		sparrowHawk__gene_ENSANIG00000017332__ENSANIP00000025770	sparrowHawk__gene_ENSANIG00000015949__ENSANIP00000023462	sparrowHawk__gene_ENSANIG00000004090__ENSANIP00000005991	sparrowHawk__gene_ENSANIG00000016085__ENSANIP00000023696	sparrowHawk__gene_ENSANIG00000015598__ENSANIP00000022914,sparrowHawk__gene_ENSANIG00000017996__ENSANIP00000026851
barnOwl	Tyto_alba	Birds	GCF	Annotated	barnOwl__MAF__XP_032846531.2		barnOwl__MAFA__XP_042642191.1	barnOwl__MAFB__XP_032859530.2	barnOwl__MAFF__XP_042648826.1	barnOwl__MAFG__XP_032857737.1	barnOwl__MAFK__XP_032848226.1	barnOwl__OTX1__XP_042651876.1	barnOwl__OTX2__XP_042655204.1	
barnOwl	Tyto_alba	Birds	GCF	Denovo	barnOwl__Unknown__TRINITY_DN22983_c0_g1_i4.p2,barnOwl__Unknown__TRINITY_DN12357_c0_g1_i1.p1		barnOwl__Unknown__TRINITY_DN5433_c0_g4_i4.p1	barnOwl__Unknown__TRINITY_DN5433_c0_g5_i1.p2	barnOwl__Unknown__TRINITY_DN97191_c0_g1_i2.p3		barnOwl__Unknown__TRINITY_DN85_c1_g1_i2.p1	barnOwl__Unknown__TRINITY_DN600_c3_g1_i1.p3	barnOwl__Unknown__TRINITY_DN1489_c3_g2_i1.p1	barnOwl__Unknown__TRINITY_DN1118_c0_g1_i19.p3
grassOwl	Tyto_longimembris	Birds	GCF Near	Denovo	grassOwl__Unknown__TRINITY_DN3346_c1_g5_i1.p1		grassOwl__Unknown__TRINITY_DN1060_c0_g2_i4.p1	grassOwl__Unknown__TRINITY_DN13745_c0_g1_i1.p2	grassOwl__Unknown__TRINITY_DN6135_c1_g2_i2.p5	grassOwl__Unknown__TRINITY_DN3390_c0_g1_i4.p2	grassOwl__Unknown__TRINITY_DN7552_c1_g1_i3.p1	grassOwl__Unknown__TRINITY_DN1634_c10_g1_i1.p3	grassOwl__Unknown__TRINITY_DN2597_c0_g2_i3.p1	grassOwl__Unknown__TRINITY_DN655_c0_g1_i3.p3
borealOwl	Aegolius_funereus	Birds	GCF Near	Denovo	borealOwl__Unknown__TRINITY_DN52015_c0_g1_i1.p3,borealOwl__Unknown__TRINITY_DN196784_c0_g1_i1.p1		borealOwl__Unknown__TRINITY_DN5782_c0_g1_i3.p1	borealOwl__Unknown__TRINITY_DN15094_c0_g1_i1.p2	borealOwl__Unknown__TRINITY_DN37190_c0_g1_i1.p1	borealOwl__Unknown__TRINITY_DN53056_c0_g1_i1.p1	borealOwl__Unknown__TRINITY_DN337_c1_g1_i1.p1		borealOwl__Unknown__TRINITY_DN2_c0_g2_i1.p1	borealOwl__Unknown__TRINITY_DN2_c0_g1_i3.p2
littleOwl	Athene_noctua	Birds	GCF	Annotated	littleOwl__MAF__XP_074769062.1		littleOwl__MAFA__XP_074754432.1	littleOwl__MAFB__XP_074776558.1	littleOwl__MAFF__XP_074758587.1	littleOwl__MAFG__XP_074778000.1	littleOwl__MAFK__XP_074774914.1	littleOwl__OTX1__XP_074783297.1	littleOwl__OTX2__XP_074765007.1	littleOwl__CRX__XP_074786787.1
littleOwl	Athene_noctua	Birds	GCF	Denovo	littleOwl__Unknown__TRINITY_DN6537_c0_g1_i8.p2,littleOwl__Unknown__TRINITY_DN7852_c6_g1_i1.p1		littleOwl__Unknown__TRINITY_DN6483_c0_g1_i7.p2	littleOwl__Unknown__TRINITY_DN6483_c0_g2_i1.p1	littleOwl__Unknown__TRINITY_DN10802_c0_g1_i7.p3,littleOwl__Unknown__TRINITY_DN10802_c0_g2_i8.p3	littleOwl__Unknown__TRINITY_DN1431_c1_g1_i3.p2	littleOwl__Unknown__TRINITY_DN1431_c1_g2_i1.p1	littleOwl__Unknown__TRINITY_DN5212_c2_g1_i1.p1	littleOwl__Unknown__TRINITY_DN722_c0_g1_i4.p3,littleOwl__Unknown__TRINITY_DN5436_c0_g1_i1.p1	littleOwl__Unknown__TRINITY_DN5436_c0_g3_i1.p2,littleOwl__Unknown__TRINITY_DN722_c3_g1_i1.p1
eurasianScopsOwl	Otus_scops	Birds	GCA	Denovo	eurasianScopsOwl__Unknown__TRINITY_DN7221_c0_g1_i2.p3,eurasianScopsOwl__Unknown__TRINITY_DN879_c2_g1_i2.p1		eurasianScopsOwl__Unknown__TRINITY_DN1996_c0_g1_i7.p2	eurasianScopsOwl__Unknown__TRINITY_DN4554_c0_g1_i15.p2	eurasianScopsOwl__Unknown__TRINITY_DN3313_c0_g1_i1.p1		eurasianScopsOwl__Unknown__TRINITY_DN1943_c0_g1_i4.p1	eurasianScopsOwl__Unknown__TRINITY_DN5778_c0_g2_i1.p1	eurasianScopsOwl__Unknown__TRINITY_DN2515_c0_g2_i2.p1,eurasianScopsOwl__Unknown__TRINITY_DN2515_c0_g1_i3.p1	eurasianScopsOwl__Unknown__TRINITY_DN2515_c0_g4_i1.p2,eurasianScopsOwl__Unknown__TRINITY_DN2515_c0_g5_i1.p3
indianScopsOwl	Otus_bakkamoena	Birds	NoGenome	Denovo	indianScopsOwl__Unknown__TRINITY_DN6268_c1_g2_i1.p2,indianScopsOwl__Unknown__TRINITY_DN3192_c0_g1_i1.p1		indianScopsOwl__Unknown__TRINITY_DN984_c0_g3_i6.p1,indianScopsOwl__Unknown__TRINITY_DN984_c0_g4_i2.p1	indianScopsOwl__Unknown__TRINITY_DN984_c0_g1_i1.p2	indianScopsOwl__Unknown__TRINITY_DN697_c0_g1_i2.p3	indianScopsOwl__Unknown__TRINITY_DN2608_c3_g1_i2.p1	indianScopsOwl__Unknown__TRINITY_DN2608_c0_g1_i3.p1	indianScopsOwl__Unknown__TRINITY_DN28499_c0_g1_i2.p1	indianScopsOwl__Unknown__TRINITY_DN1435_c0_g2_i4.p1	
shortearOwl	Asio_flammeus	Birds	NoGenome	Denovo	shortearOwl__Unknown__TRINITY_DN26776_c0_g1_i1.p1		shortearOwl__Unknown__TRINITY_DN8216_c0_g1_i2.p2	shortearOwl__Unknown__TRINITY_DN660_c0_g1_i25.p2	shortearOwl__Unknown__TRINITY_DN186447_c0_g1_i1.p1	shortearOwl__Unknown__TRINITY_DN10907_c0_g2_i1.p1	shortearOwl__Unknown__TRINITY_DN10907_c0_g1_i2.p2	shortearOwl__Unknown__TRINITY_DN181_c0_g1_i1.p3	shortearOwl__Unknown__TRINITY_DN7041_c3_g1_i18.p1	
longearOwl	Asio_otus	Birds	NoGenome	Denovo	longearOwl__Unknown__TRINITY_DN5209_c0_g3_i2.p2,longearOwl__Unknown__TRINITY_DN6072_c0_g1_i1.p1		longearOwl__Unknown__TRINITY_DN1510_c3_g1_i6.p2	longearOwl__Unknown__TRINITY_DN5209_c0_g2_i1.p2,longearOwl__Unknown__TRINITY_DN1510_c3_g2_i1.p2	longearOwl__Unknown__TRINITY_DN4268_c0_g1_i2.p3,longearOwl__Unknown__TRINITY_DN4268_c0_g3_i2.p1	longearOwl__Unknown__TRINITY_DN2823_c1_g1_i1.p1	longearOwl__Unknown__TRINITY_DN2823_c0_g2_i2.p1	longearOwl__Unknown__TRINITY_DN15173_c1_g1_i5.p1,longearOwl__Unknown__TRINITY_DN1034_c0_g1_i1.p1	longearOwl__Unknown__TRINITY_DN46_c3_g1_i3.p1	
screechOwl	Megascops_asio	Birds	GCA	Denovo	screechOwl__Unknown__TRINITY_DN6815_c1_g1_i1.p2,screechOwl__Unknown__TRINITY_DN15528_c0_g1_i1.p1		screechOwl__Unknown__TRINITY_DN3374_c0_g1_i4.p1	screechOwl__Unknown__TRINITY_DN3374_c0_g2_i1.p2	screechOwl__Unknown__TRINITY_DN7326_c0_g1_i3.p1	screechOwl__Unknown__TRINITY_DN15052_c0_g2_i1.p1	screechOwl__Unknown__TRINITY_DN15052_c0_g1_i4.p2	screechOwl__Unknown__TRINITY_DN11427_c1_g2_i1.p1	screechOwl__Unknown__TRINITY_DN740_c0_g2_i6.p1	screechOwl__Unknown__TRINITY_DN35490_c0_g1_i1.p1
barredOwl	Strix_varia	Birds	GCF Near	Denovo	barredOwl__Unknown__TRINITY_DN27630_c0_g1_i5.p2,barredOwl__Unknown__TRINITY_DN4571_c1_g1_i2.p1	barredOwl__Unknown__TRINITY_DN8093_c0_g1_i3.p1,barredOwl__Unknown__TRINITY_DN8093_c0_g2_i2.p1	barredOwl__Unknown__TRINITY_DN5402_c0_g1_i5.p2	barredOwl__Unknown__TRINITY_DN310134_c0_g1_i1.p1,barredOwl__Unknown__TRINITY_DN5402_c0_g3_i1.p1	barredOwl__Unknown__TRINITY_DN5042_c0_g1_i1.p1	barredOwl__Unknown__TRINITY_DN10510_c0_g3_i1.p1	barredOwl__Unknown__TRINITY_DN10510_c0_g1_i4.p1		barredOwl__Unknown__TRINITY_DN4621_c1_g1_i7.p1	barredOwl__Unknown__TRINITY_DN645_c0_g1_i37.p2
uralOwl	Strix_uralensis	Birds	GCF	Annotated	uralOwl__MAF__XP_074738276.1		uralOwl__MAFA__XP_074745166.1	uralOwl__MAFB__XP_074744481.1	uralOwl__MAFF__XP_074727268.1	uralOwl__MAFG__XP_074745849.1	uralOwl__MAFK__XP_074742748.1	uralOwl__OTX1__XP_074721005.1	uralOwl__OTX2__XP_074725217.1	
tawnyOwl	Strix_aluco	Birds	GCF	Annotated	tawnyOwl__MAF__XP_074695275.1		tawnyOwl__MAFA__XP_074685104.1	tawnyOwl__MAFB__XP_074699417.1	tawnyOwl__MAFF__XP_074682748.1	tawnyOwl__MAFG__XP_074703746.1	tawnyOwl__MAFK__XP_074697581.1	tawnyOwl__OTX1__XP_074676687.1	tawnyOwl__OTX2__XP_074677150.1	
tawnyOwl	Strix_aluco	Birds	GCF	Denovo			tawnyOwl__Unknown__TRINITY_DN92_c1_g1_i1.p2	tawnyOwl__Unknown__TRINITY_DN13035_c0_g1_i1.p2	tawnyOwl__Unknown__TRINITY_DN18693_c0_g1_i1.p1	tawnyOwl__Unknown__TRINITY_DN5674_c0_g2_i1.p1	tawnyOwl__Unknown__TRINITY_DN5674_c0_g1_i1.p1		tawnyOwl__Unknown__TRINITY_DN2720_c0_g1_i5.p1	tawnyOwl__Unknown__TRINITY_DN774_c0_g1_i1.p4
eagleOwl	Bubo_bubo	Birds	Ensembl	Annotated	eagleOwl__gene_ENSBOBG00000000091__ENSBOBP00000000082		eagleOwl__gene_ENSBOBG00000014832__ENSBOBP00000025026	eagleOwl__gene_ENSBOBG00000006688__ENSBOBP00000010424	eagleOwl__gene_ENSBOBG00000006606__ENSBOBP00000010285	eagleOwl__gene_ENSBOBG00000014112__ENSBOBP00000023575	eagleOwl__gene_ENSBOBG00000007138__ENSBOBP00000011205		eagleOwl__gene_ENSBOBG00000012921__ENSBOBP00000021265	
eagleOwl	Bubo_bubo	Birds	Ensembl	Denovo	eagleOwl__Unknown__TRINITY_DN1503_c0_g4_i3.p3,eagleOwl__Unknown__TRINITY_DN5775_c4_g1_i1.p1		eagleOwl__Unknown__TRINITY_DN1503_c0_g3_i8.p2	eagleOwl__Unknown__TRINITY_DN1503_c0_g2_i1.p1	eagleOwl__Unknown__TRINITY_DN2538_c0_g1_i1.p2	eagleOwl__Unknown__TRINITY_DN16114_c0_g1_i3.p1	eagleOwl__Unknown__TRINITY_DN16114_c0_g2_i4.p1		eagleOwl__Unknown__TRINITY_DN296_c1_g3_i6.p1	eagleOwl__Unknown__TRINITY_DN37_c0_g1_i25.p4
hornedOwl	Bubo_virginianus	Birds	GCA	Denovo	hornedOwl__Unknown__TRINITY_DN9572_c0_g1_i1.p1			hornedOwl__Unknown__TRINITY_DN6111_c0_g2_i1.p2	hornedOwl__Unknown__TRINITY_DN3969_c0_g1_i1.p2	hornedOwl__Unknown__TRINITY_DN6225_c0_g1_i1.p2	hornedOwl__Unknown__TRINITY_DN6225_c1_g1_i7.p1		hornedOwl__Unknown__TRINITY_DN1551_c1_g1_i4.p1	hornedOwl__Unknown__TRINITY_DN76_c0_g2_i1.p3
mousebird	Colius_striatus	Birds	GCF	Annotated	mousebird__MAF__XP_061863169.1		mousebird__MAFA__XP_010203193.2	mousebird__MAFB__XP_061864958.1	mousebird__MAFF__XP_061868468.1	mousebird__MAFG__XP_061867004.1	mousebird__MAFK__XP_061848223.1	mousebird__OTX1__XP_061846423.1	mousebird__OTX2__XP_061854290.1	
