OrganismShortName	SpeciesGroup	GeneGroup	ProteinID
lungfish	fish	CRX	lungfish__LOC122811864__XP_043940051.1
spottedGar	fish	CRX	spottedGar__LOC102686928__XP_069042592.1
tinyCaecilian	fish	CRX	tinyCaecilian__CRX__XP_030075057.1
twolinedCaecilian	fish	CRX	twolinedCaecilian__LOC115100559__XP_029474937.1
twolinedCaecilian	fish	CRX	twolinedCaecilian__LOC115100686__XP_029475258.1
westernFrog	fish	CRX	westernFrog__crx__XP_012823813.2
whaleShark	fish	CRX	whaleShark__LOC109936750__XP_048474331.1
zebraShark	fish	CRX	zebraShark__LOC125447748__XP_048378383.1
channelCatfish	teleost	CMAF	channelCatfish__mafa__XP_017322189.1
channelCatfish	teleost	CMAF	channelCatfish__mafb__XP_047015791.1
cod	teleost	CMAF	cod__mafa__XP_030233636.1
flavescentPeacockFish	teleost	CMAF	flavescentPeacockFish__LOC115781690__XP_030587350.1
flavescentPeacockFish	teleost	CMAF	flavescentPeacockFish__mafa__XP_030613676.1
giltheadBream	teleost	CMAF	giltheadBream__LOC115586770__XP_030281966.1
giltheadBream	teleost	CMAF	giltheadBream__mafa__XP_030270417.1
grassCarp	teleost	CMAF	grassCarp__mafa__XP_051727005.1
grassCarp	teleost	CMAF	grassCarp__mafb__XP_051739567.1
northernPike	teleost	CMAF	northernPike__LOC105022181__XP_010888682.1
northernPike	teleost	CMAF	northernPike__mafa__XP_019895967.1
oceanJacket	teleost	CMAF	oceanJacket__LOC142903523__XP_075905321.1
oceanJacket	teleost	CMAF	oceanJacket__mafa__XP_075879646.1
oldwife	teleost	CMAF	oldwife__LOC139286594__XP_070763562.1
oldwife	teleost	CMAF	oldwife__mafa__XP_070760746.1
piranha	teleost	CMAF	piranha__mafa__XP_017564729.1
piranha	teleost	CMAF	piranha__mafb__XP_017554927.1
snakeheadFish	teleost	CMAF	snakeheadFish__LOC137125426__XP_067356963.1
snakeheadFish	teleost	CMAF	snakeheadFish__mafa__XP_067343238.1
tuna	teleost	CMAF	tuna__mafa__XP_044203536.1
tuna	teleost	CMAF	tuna__mafb__XP_044212074.1
yangtzeCatfish	teleost	CMAF	yangtzeCatfish__mafa__XP_046721024.1
yangtzeCatfish	teleost	CMAF	yangtzeCatfish__mafb__XP_046715288.1
zebrafish	teleost	CMAF	zebrafish__mafa__XP_021323247.1
zebrafish	teleost	CMAF	zebrafish__mafb__NP_001303598.2
channelCatfish	teleost	MAFA	channelCatfish__mafaa__XP_053539678.1
cod	teleost	MAFA	cod__mafaa__XP_030229457.1
flavescentPeacockFish	teleost	MAFA	flavescentPeacockFish__mafaa__XP_030584217.1
giltheadBream	teleost	MAFA	giltheadBream__mafaa__XP_030287986.1
grassCarp	teleost	MAFA	grassCarp__mafaa__XP_051754161.1
northernPike	teleost	MAFA	northernPike__mafaa__XP_010870766.1
oceanJacket	teleost	MAFA	oceanJacket__mafaa__XP_075901712.1
oldwife	teleost	MAFA	oldwife__mafaa__XP_070765312.1
piranha	teleost	MAFA	piranha__mafaa__XP_017577129.1
snakeheadFish	teleost	MAFA	snakeheadFish__mafaa__XP_067370396.1
tuna	teleost	MAFA	tuna__mafaa__XP_044217031.1
yangtzeCatfish	teleost	MAFA	yangtzeCatfish__mafaa__XP_046709800.1
zebrafish	teleost	MAFA	zebrafish__mafaa__NP_001076409.1
channelCatfish	teleost	MAFB	channelCatfish__mafba__XP_017343290.1
cod	teleost	MAFB	cod__mafba__XP_030211285.1
cod	teleost	MAFB	cod__mafbb__XP_030229769.1
flavescentPeacockFish	teleost	MAFB	flavescentPeacockFish__LOC115780235__XP_030585184.1
flavescentPeacockFish	teleost	MAFB	flavescentPeacockFish__mafba__XP_030590400.1
giltheadBream	teleost	MAFB	giltheadBream__mafba__XP_030279318.1
giltheadBream	teleost	MAFB	giltheadBream__mafbb__XP_030276052.1
grassCarp	teleost	MAFB	grassCarp__mafba__XP_051736520.1
northernPike	teleost	MAFB	northernPike__mafba__XP_019907591.2
northernPike	teleost	MAFB	northernPike__mafbb__XP_010880215.1
oceanJacket	teleost	MAFB	oceanJacket__mafba__XP_075882207.1
oceanJacket	teleost	MAFB	oceanJacket__mafbb__XP_075903975.1
oldwife	teleost	MAFB	oldwife__mafba__XP_070766159.1
oldwife	teleost	MAFB	oldwife__mafbb__XP_070758187.1
piranha	teleost	MAFB	piranha__mafba__XP_017553718.1
snakeheadFish	teleost	MAFB	snakeheadFish__LOC137127917__XP_067361581.1
snakeheadFish	teleost	MAFB	snakeheadFish__mafba__XP_067383503.1
tuna	teleost	MAFB	tuna__mafba__XP_044207803.1
tuna	teleost	MAFB	tuna__mafbb__XP_044204647.1
yangtzeCatfish	teleost	MAFB	yangtzeCatfish__mafba__XP_046725730.1
zebrafish	teleost	MAFB	zebrafish__mafba__NP_571090.2
channelCatfish	teleost	NRL	channelCatfish__nrl__XP_053541635.1
cod	teleost	NRL	cod__nrl__XP_030229459.1
flavescentPeacockFish	teleost	NRL	flavescentPeacockFish__nrl__XP_030583765.1
giltheadBream	teleost	NRL	giltheadBream__nrl__XP_030288310.1
grassCarp	teleost	NRL	grassCarp__nrl__XP_051731548.1
northernPike	teleost	NRL	northernPike__nrl__XP_010870577.1
oceanJacket	teleost	NRL	oceanJacket__nrl__XP_075895450.1
oldwife	teleost	NRL	oldwife__nrl__XP_070764973.1
piranha	teleost	NRL	piranha__nrl__XP_017553181.1
snakeheadFish	teleost	NRL	snakeheadFish__nrl__XP_067370542.1
tuna	teleost	NRL	tuna__nrl__XP_044216424.1
yangtzeCatfish	teleost	NRL	yangtzeCatfish__nrl__XP_046729803.1
zebrafish	teleost	NRL	zebrafish__nrl__NP_001035421.1
channelCatfish	teleost	MAFF	channelCatfish__maff__XP_017339225.1
cod	teleost	MAFF	cod__LOC115531400__XP_074930269.1
flavescentPeacockFish	teleost	MAFF	flavescentPeacockFish__LOC115798469__XP_074930552.1
giltheadBream	teleost	MAFF	giltheadBream__maff__XP_030257020.1
grassCarp	teleost	MAFF	grassCarp__maff__XP_051771291.1
northernPike	teleost	MAFF	northernPike__maff__XP_010893859.1
oceanJacket	teleost	MAFF	oceanJacket__maff__XP_075890875.1
oldwife	teleost	MAFF	oldwife__maff__XP_070783430.1
piranha	teleost	MAFF	piranha__maff__XP_017560970.1
snakeheadFish	teleost	MAFF	snakeheadFish__maff__XP_067343664.1
tuna	teleost	MAFF	tuna__maff__XP_044193825.1
yangtzeCatfish	teleost	MAFF	yangtzeCatfish__maff__XP_046709373.1
zebrafish	teleost	MAFF	zebrafish__maff__NP_956630.1
channelCatfish	teleost	MAFG	channelCatfish__mafga__XP_053530046.1
channelCatfish	teleost	MAFG	channelCatfish__mafgb__XP_017333948.1
cod	teleost	MAFG	cod__LOC115539323__XP_030206232.1
cod	teleost	MAFG	cod__mafgb__XP_030208298.1
flavescentPeacockFish	teleost	MAFG	flavescentPeacockFish__LOC115785214__XP_030592582.1
flavescentPeacockFish	teleost	MAFG	flavescentPeacockFish__mafgb__XP_030592808.1
giltheadBream	teleost	MAFG	giltheadBream__LOC115576097__XP_030264467.1
giltheadBream	teleost	MAFG	giltheadBream__mafgb__XP_030252038.1
grassCarp	teleost	MAFG	grassCarp__mafga__XP_051743368.1
grassCarp	teleost	MAFG	grassCarp__mafgb__XP_051767641.1
northernPike	teleost	MAFG	northernPike__LOC105013039__XP_010872589.1
northernPike	teleost	MAFG	northernPike__mafgb__XP_028978188.1
oceanJacket	teleost	MAFG	oceanJacket__LOC142886990__XP_075880409.1
oceanJacket	teleost	MAFG	oceanJacket__mafgb__XP_075895695.1
oldwife	teleost	MAFG	oldwife__LOC139300464__XP_070779677.1
oldwife	teleost	MAFG	oldwife__mafgb__XP_070778961.1
piranha	teleost	MAFG	piranha__mafga__XP_017569580.1
piranha	teleost	MAFG	piranha__mafgb__XP_037400945.1
snakeheadFish	teleost	MAFG	snakeheadFish__LOC137099843__XP_067333265.1
snakeheadFish	teleost	MAFG	snakeheadFish__mafgb__XP_067354826.1
tuna	teleost	MAFG	tuna__LOC122966582__XP_044186748.1
tuna	teleost	MAFG	tuna__mafgb__XP_044202054.1
yangtzeCatfish	teleost	MAFG	yangtzeCatfish__mafga__XP_046721846.1
yangtzeCatfish	teleost	MAFG	yangtzeCatfish__mafgb__XP_046713108.1
zebrafish	teleost	MAFG	zebrafish__mafga__XP_021325832.2
zebrafish	teleost	MAFG	zebrafish__mafgb__XP_005169479.2
channelCatfish	teleost	MAFK	channelCatfish__mafk__XP_017310124.1
cod	teleost	MAFK	cod__mafk__XP_030206167.1
flavescentPeacockFish	teleost	MAFK	flavescentPeacockFish__mafk__XP_030591848.1
giltheadBream	teleost	MAFK	giltheadBream__mafk__XP_030264057.1
grassCarp	teleost	MAFK	grassCarp__mafk__XP_051742255.1
northernPike	teleost	MAFK	northernPike__mafk__XP_010872892.1
oceanJacket	teleost	MAFK	oceanJacket__mafk__XP_075894952.1
oldwife	teleost	MAFK	oldwife__mafk__XP_070778581.1
piranha	teleost	MAFK	piranha__mafk__XP_017562994.1
snakeheadFish	teleost	MAFK	snakeheadFish__mafk__XP_067332667.1
tuna	teleost	MAFK	tuna__mafk__XP_044186196.1
yangtzeCatfish	teleost	MAFK	yangtzeCatfish__mafk__XP_046690455.1
zebrafish	teleost	MAFK	zebrafish__mafk__XP_005164260.1
channelCatfish	teleost	OTX1	channelCatfish__otx1__XP_017330959.1
cod	teleost	OTX1	cod__otx1__XP_030235839.1
flavescentPeacockFish	teleost	OTX1	flavescentPeacockFish__otx1__XP_030603933.1
giltheadBream	teleost	OTX1	giltheadBream__otx1__XP_030296709.1
grassCarp	teleost	OTX1	grassCarp__otx1__XP_051725101.1
northernPike	teleost	OTX1	northernPike__otx1__XP_010865940.1
oceanJacket	teleost	OTX1	oceanJacket__otx1__XP_075906938.1
oldwife	teleost	OTX1	oldwife__otx1__XP_070772027.1
piranha	teleost	OTX1	piranha__otx1__XP_017560465.1
snakeheadFish	teleost	OTX1	snakeheadFish__otx1__XP_067369269.1
tuna	teleost	OTX1	tuna__otx1__XP_044229764.1
yangtzeCatfish	teleost	OTX1	yangtzeCatfish__otx1__XP_046711104.1
zebrafish	teleost	OTX1	zebrafish__otx1__NP_571325.2
channelCatfish	teleost	OTX2	channelCatfish__otx2a__XP_017312368.1
channelCatfish	teleost	OTX2	channelCatfish__otx5__XP_017345917.1
cod	teleost	OTX2	cod__LOC115539721__XP_030206357.1
cod	teleost	OTX2	cod__LOC115528900__XP_030193154.1
flavescentPeacockFish	teleost	OTX2	flavescentPeacockFish__LOC115784140__XP_030591115.1
flavescentPeacockFish	teleost	OTX2	flavescentPeacockFish__LOC115790034__XP_030599542.1
giltheadBream	teleost	OTX2	giltheadBream__LOC115592924__XP_030292055.1
giltheadBream	teleost	OTX2	giltheadBream__LOC115594333__XP_030294209.1
grassCarp	teleost	OTX2	grassCarp__otx2a__XP_051764913.1
grassCarp	teleost	OTX2	grassCarp__otx5__XP_051718509.1
northernPike	teleost	OTX2	northernPike__LOC105021530__XP_019905224.2
northernPike	teleost	OTX2	northernPike__otx5__XP_010896957.3
oceanJacket	teleost	OTX2	oceanJacket__LOC142881380__XP_075871769.1
oceanJacket	teleost	OTX2	oceanJacket__LOC142903351__XP_075905034.1
oceanJacket	teleost	OTX2	oceanJacket__LOC142903970__XP_075905998.1
oldwife	teleost	OTX2	oldwife__LOC139294521__XP_070772537.1
oldwife	teleost	OTX2	oldwife__LOC139285196__XP_070761798.1
piranha	teleost	OTX2	piranha__otx2a__XP_017572022.1
piranha	teleost	OTX2	piranha__otx5__XP_017578892.1
snakeheadFish	teleost	OTX2	snakeheadFish__LOC137124486__XP_067355659.1
snakeheadFish	teleost	OTX2	snakeheadFish__LOC137129553__XP_067364930.1
tuna	teleost	OTX2	tuna__LOC122976959__XP_044201435.1
tuna	teleost	OTX2	tuna__LOC122983364__XP_044208999.1
yangtzeCatfish	teleost	OTX2	yangtzeCatfish__otx2a__XP_046693058.1
yangtzeCatfish	teleost	OTX2	yangtzeCatfish__otx5__XP_046719411.1
zebrafish	teleost	OTX2	zebrafish__otx2a__NP_571290.1
zebrafish	teleost	OTX2	zebrafish__otx5__NP_851848.2
channelCatfish	teleost	CRX	channelCatfish__crx__XP_017315072.1
cod	teleost	CRX	cod__crx__XP_030218380.1
flavescentPeacockFish	teleost	CRX	flavescentPeacockFish__crx__XP_030601988.1
giltheadBream	teleost	CRX	giltheadBream__crx__XP_030293809.1
grassCarp	teleost	CRX	grassCarp__crx__XP_051750357.1
northernPike	teleost	CRX	northernPike__crx__XP_010869096.1
oceanJacket	teleost	CRX	oceanJacket__LOC142884405__XP_075876083.1
oldwife	teleost	CRX	oldwife__crx__XP_070773366.1
piranha	teleost	CRX	piranha__crx__XP_017569370.1
snakeheadFish	teleost	CRX	snakeheadFish__crx__XP_067350591.1
tuna	teleost	CRX	tuna__crx__XP_044225469.1
yangtzeCatfish	teleost	CRX	yangtzeCatfish__crx__XP_046695462.1
zebrafish	teleost	CRX	zebrafish__crx__NP_694419.1
acornWorm	invertebrate	MAFL	acornWorm__maf-like__NP_001164706.1
amphioxus	invertebrate	MAFL	amphioxus__LOC136438471__XP_066289367.1
drosophila	invertebrate	MAFL	drosophila__tj__NP_001260582.1
echinoderm	invertebrate	MAFL	echinoderm__LOC117114910__XP_033114416.1
octopus	invertebrate	MAFL	octopus__LOC106877814__XP_014782317.1
plastererBee	invertebrate	MAFL	plastererBee__LOC122403542__XP_043263048.1
scallop	invertebrate	MAFL	scallop__LOC110466773__XP_021379197.1
tardigrade	invertebrate	MAFL	tardigrade__LOC129584033__XP_055332096.1
americanLobster	invertebrate	MAFS	americanLobster__LOC121867327__XP_042223182.1
drosophila	invertebrate	MAFS	drosophila__maf-S__NP_001286639.1
plastererBee	invertebrate	MAFS	plastererBee__LOC122396420__XP_043250725.1
seaSquirt	invertebrate	MAFS	seaSquirt__LOC120331304__XP_039254309.1
seaSquirt	invertebrate	MAFS	seaSquirt__LOC120347869__XP_039273915.1
vaseTunicate	invertebrate	MAFS	vaseTunicate__LOC778757__NP_001071818.1
acornWorm	invertebrate	OTX	acornWorm__Dmbx__NP_001161526.1
acornWorm	invertebrate	OTX	acornWorm__LOC100369471__XP_002735289.1
acornWorm	invertebrate	OTX	acornWorm__LOC102804715__XP_006821810.1
acornWorm	invertebrate	OTX	acornWorm__PHox2__NP_001164681.1
acornWorm	invertebrate	OTX	acornWorm__drgx__NP_001158481.1
acornWorm	invertebrate	OTX	acornWorm__otx__NP_001158360.1
americanLobster	invertebrate	OTX	americanLobster__LOC121854528__XP_042205135.1
americanLobster	invertebrate	OTX	americanLobster__LOC121854966__XP_042205720.1
americanLobster	invertebrate	OTX	americanLobster__LOC121878533__XP_042240735.1
americanLobster	invertebrate	OTX	americanLobster__LOC121879871__XP_042242588.1
amphioxus	invertebrate	OTX	amphioxus__LOC136433338__XP_066281542.1
amphioxus	invertebrate	OTX	amphioxus__LOC136436046__XP_066285834.1
amphioxus	invertebrate	OTX	amphioxus__LOC136448406__XP_066303959.1
amphioxus	invertebrate	OTX	amphioxus__LOC136449157__XP_066305108.1
drosophila	invertebrate	OTX	drosophila__Drgx__NP_001097075.2
drosophila	invertebrate	OTX	drosophila__PHDP__NP_523834.1
drosophila	invertebrate	OTX	drosophila__oc__NP_001356934.1
echinoderm	invertebrate	OTX	echinoderm__LOC117104664__XP_033101438.1
echinoderm	invertebrate	OTX	echinoderm__LOC117107729__XP_033105362.1
echinoderm	invertebrate	OTX	echinoderm__LOC117117484__XP_033117682.1
echinoderm	invertebrate	OTX	echinoderm__LOC117119230__XP_033119929.1
flameJellyfish	invertebrate	OTX	flameJellyfish__LOC135681342__XP_065051838.1
flameJellyfish	invertebrate	OTX	flameJellyfish__LOC135681422__XP_065051962.1
flameJellyfish	invertebrate	OTX	flameJellyfish__LOC135681476__XP_065052046.1
flameJellyfish	invertebrate	OTX	flameJellyfish__LOC135681547__XP_065052147.1
flameJellyfish	invertebrate	OTX	flameJellyfish__LOC135681548__XP_065052148.1
hydra	invertebrate	OTX	hydra__LOC100209084__XP_065655724.1
hydra	invertebrate	OTX	hydra__LOC100211908__NP_001296697.1
hydra	invertebrate	OTX	hydra__LOC105846072__XP_065655683.1
octopus	invertebrate	OTX	octopus__LOC106873941__NP_001310717.1
octopus	invertebrate	OTX	octopus__LOC106877685__XP_014782118.1
octopus	invertebrate	OTX	octopus__LOC106879885__XP_052832725.1
octopus	invertebrate	OTX	octopus__LOC106883503__XP_014790018.1
plastererBee	invertebrate	OTX	plastererBee__LOC122399734__XP_043256577.1
plastererBee	invertebrate	OTX	plastererBee__LOC122399790__XP_043256686.1
plastererBee	invertebrate	OTX	plastererBee__LOC122401243__XP_043259183.1
plastererBee	invertebrate	OTX	plastererBee__LOC122403419__XP_043262867.1
scallop	invertebrate	OTX	scallop__LOC110448536__XP_021350497.1
scallop	invertebrate	OTX	scallop__LOC110450433__XP_021353636.1
scallop	invertebrate	OTX	scallop__LOC110452824__XP_021357195.1
scallop	invertebrate	OTX	scallop__LOC110454873__XP_021360300.1
seaSquirt	invertebrate	OTX	seaSquirt__LOC120326315__XP_039248511.1
seaSquirt	invertebrate	OTX	seaSquirt__LOC120331221__XP_039254229.1
seaSquirt	invertebrate	OTX	seaSquirt__LOC120341627__XP_039266104.1
seaSquirt	invertebrate	OTX	seaSquirt__LOC120348055__XP_039274099.1
seaurchin	invertebrate	OTX	seaurchin__LOC121407968__XP_041455186.1
seaurchin	invertebrate	OTX	seaurchin__LOC121418261__XP_041467961.1
seaurchin	invertebrate	OTX	seaurchin__LOC121431990__XP_041485726.1
seaurchin	invertebrate	OTX	seaurchin__LOC121432035__XP_041485789.1
tardigrade	invertebrate	OTX	tardigrade__LOC129584993__XP_055333443.1
tardigrade	invertebrate	OTX	tardigrade__LOC129586666__XP_055335966.1
tardigrade	invertebrate	OTX	tardigrade__LOC129589245__XP_055339840.1
tardigrade	invertebrate	OTX	tardigrade__LOC129598308__XP_055352121.1
vaseTunicate	invertebrate	OTX	vaseTunicate__LOC100178876__XP_002119140.1
vaseTunicate	invertebrate	OTX	vaseTunicate__otx2__NP_001027662.2
vaseTunicate	invertebrate	OTX	vaseTunicate__phox2__NP_001037829.1
