AnnotationType	ProteinID	OrganismShortName	SpeciesGroup	GeneGroup	ProteinLen
annotated	axolotl__MAFB__XP_069508371.1	axolotl	fish	MAFB	
annotated	bambooShark__LOC140462900__XP_072412445.1	bambooShark	fish	MAFB	
annotated	catshark__LOC140428545__XP_072371246.1	catshark	fish	MAFB	
annotated	coelacanth__LOC102365976__XP_005990472.1	coelacanth	fish	MAFB	
annotated	himalayaFrog__MAFB__XP_018411672.1	himalayaFrog	fish	MAFB	
annotated	lungfish__MAFB__XP_043946392.1	lungfish	fish	MAFB	
annotated	redStingray__mafba__XP_072918127.1	redStingray	fish	MAFB	
annotated	spottedGar__mafba__XP_006639587.2	spottedGar	fish	MAFB	
annotated	tinyCaecilian__MAFB__XP_030068487.1	tinyCaecilian	fish	MAFB	
annotated	twolinedCaecilian__LOC115097897__XP_029469921.1	twolinedCaecilian	fish	MAFB	
annotated	westernFrog__mafb__NP_001025694.1	westernFrog	fish	MAFB	
annotated	whaleShark__LOC109915489__XP_048464344.1	whaleShark	fish	MAFB	
annotated	zebraShark__LOC125461481__XP_048406268.1	zebraShark	fish	MAFB	
annotated	africanFrog__nrl.L__XP_018115091.1	africanFrog	fish	NRL	
annotated	africanFrog__nrl.S__NP_001079206.1	africanFrog	fish	NRL	
annotated	axolotl__LOC138521230__XP_069490020.1	axolotl	fish	NRL	
annotated	coelacanth__LOC102354056__XP_005994483.1	coelacanth	fish	NRL	
annotated	himalayaFrog__LOC108786756__XP_018411616.1	himalayaFrog	fish	NRL	
annotated	lungfish__LOC122790346__XP_043913796.1	lungfish	fish	NRL	
annotated	spottedGar__nrl__XP_069044909.1	spottedGar	fish	NRL	
annotated	tinyCaecilian__NRL__XP_030043638.1	tinyCaecilian	fish	NRL	
annotated	twolinedCaecilian__NRL__XP_029436441.1	twolinedCaecilian	fish	NRL	
annotated	westernFrog__nrl__XP_012808720.1	westernFrog	fish	NRL	
annotated	africanFrog__maff.L__XP_018114367.1	africanFrog	fish	MAFF	
annotated	africanFrog__maff.S__XP_018115181.1	africanFrog	fish	MAFF	
annotated	axolotl__MAFF__XP_069509081.1	axolotl	fish	MAFF	
annotated	bambooShark__LOC140488943__XP_072444262.1	bambooShark	fish	MAFF	
annotated	catshark__LOC140403927__XP_072348285.1	catshark	fish	MAFF	
annotated	coelacanth__LOC102353766__XP_014352934.1	coelacanth	fish	MAFF	
annotated	himalayaFrog__MAFF__XP_018426547.1	himalayaFrog	fish	MAFF	
annotated	lungfish__MAFF__XP_043924399.1	lungfish	fish	MAFF	
annotated	redStingray__LOC140719078__XP_072889555.1	redStingray	fish	MAFF	
annotated	spottedGar__maff__XP_069053156.1	spottedGar	fish	MAFF	
annotated	tinyCaecilian__MAFF__XP_030064149.1	tinyCaecilian	fish	MAFF	
annotated	twolinedCaecilian__MAFF__XP_029446022.1	twolinedCaecilian	fish	MAFF	
annotated	westernFrog__maff__XP_002934281.1	westernFrog	fish	MAFF	
annotated	whaleShark__LOC109925329__XP_048473543.1	whaleShark	fish	MAFF	
annotated	zebraShark__LOC125447181__XP_048377337.1	zebraShark	fish	MAFF	
annotated	africanFrog__mafg.L__XP_041432720.1	africanFrog	fish	MAFG	
annotated	axolotl__MAFG__XP_069511406.1	axolotl	fish	MAFG	
annotated	bambooShark__LOC140464029__XP_072414753.1	bambooShark	fish	MAFG	
annotated	catshark__LOC140395576__XP_072339627.1	catshark	fish	MAFG	
annotated	coelacanth__LOC102359190__XP_064423458.1	coelacanth	fish	MAFG	
annotated	himalayaFrog__MAFG__XP_018409131.1	himalayaFrog	fish	MAFG	
annotated	lungfish__MAFG__XP_043924159.1	lungfish	fish	MAFG	
annotated	redStingray__mafga__XP_072882308.1	redStingray	fish	MAFG	
annotated	spottedGar__mafgb__XP_006635210.2	spottedGar	fish	MAFG	
annotated	tinyCaecilian__LOC115462212__XP_030048085.1	tinyCaecilian	fish	MAFG	
annotated	tinyCaecilian__MAFG__XP_030061033.1	tinyCaecilian	fish	MAFG	
annotated	twolinedCaecilian__MAFG__XP_029454938.1	twolinedCaecilian	fish	MAFG	
annotated	westernFrog__mafg__XP_004916428.1	westernFrog	fish	MAFG	
annotated	whaleShark__LOC125481030__XP_048466689.1	whaleShark	fish	MAFG	
annotated	zebraShark__LOC125463828__XP_048411544.1	zebraShark	fish	MAFG	
annotated	africanFrog__mafk.L__XP_041432184.1	africanFrog	fish	MAFK	
annotated	africanFrog__mafk.S__XP_018094625.1	africanFrog	fish	MAFK	
annotated	axolotl__MAFK__XP_069503740.1	axolotl	fish	MAFK	
annotated	bambooShark__mafk__XP_072415341.1	bambooShark	fish	MAFK	
annotated	catshark__mafk__XP_072337129.1	catshark	fish	MAFK	
annotated	himalayaFrog__MAFK__XP_018412616.1	himalayaFrog	fish	MAFK	
annotated	redStingray__mafk__XP_072917087.1	redStingray	fish	MAFK	
annotated	spottedGar__mafk__XP_015215295.1	spottedGar	fish	MAFK	
annotated	tinyCaecilian__MAFK__XP_030068393.1	tinyCaecilian	fish	MAFK	
annotated	twolinedCaecilian__MAFK__XP_029432539.1	twolinedCaecilian	fish	MAFK	
annotated	westernFrog__mafk__XP_031748285.1	westernFrog	fish	MAFK	
annotated	whaleShark__mafk__XP_020382141.1	whaleShark	fish	MAFK	
annotated	zebraShark__mafk__XP_048408027.1	zebraShark	fish	MAFK	
annotated	africanFrog__otx1.L__XP_018117180.1	africanFrog	fish	OTX1	
annotated	axolotl__OTX1__XP_069464308.1	axolotl	fish	OTX1	
annotated	bambooShark__otx1__XP_072437691.1	bambooShark	fish	OTX1	
annotated	catshark__otx1__XP_072363412.1	catshark	fish	OTX1	
annotated	coelacanth__OTX1__XP_005989615.1	coelacanth	fish	OTX1	
annotated	himalayaFrog__OTX1__XP_018411224.1	himalayaFrog	fish	OTX1	
annotated	lungfish__OTX1__XP_043911449.1	lungfish	fish	OTX1	
annotated	redStingray__otx1__XP_072907299.1	redStingray	fish	OTX1	
annotated	spottedGar__otx1__XP_006638669.2	spottedGar	fish	OTX1	
annotated	tinyCaecilian__OTX1__XP_030050515.1	tinyCaecilian	fish	OTX1	
annotated	twolinedCaecilian__OTX1__XP_029449529.1	twolinedCaecilian	fish	OTX1	
annotated	westernFrog__otx1__XP_031757465.1	westernFrog	fish	OTX1	
annotated	whaleShark__otx1__XP_048457470.1	whaleShark	fish	OTX1	
annotated	zebraShark__otx1__XP_048391779.1	zebraShark	fish	OTX1	
annotated	africanFrog__otx2.L__XP_018084329.1	africanFrog	fish	OTX2	
annotated	africanFrog__otx2.S__NP_001084160.1	africanFrog	fish	OTX2	
annotated	axolotl__OTX2__XP_069494173.1	axolotl	fish	OTX2	
annotated	bambooShark__otx2b__XP_072424894.1	bambooShark	fish	OTX2	
annotated	catshark__otx2b__XP_072345682.1	catshark	fish	OTX2	
annotated	coelacanth__OTX2B__XP_005986517.1	coelacanth	fish	OTX2	
annotated	himalayaFrog__OTX2__XP_018418283.1	himalayaFrog	fish	OTX2	
annotated	lungfish__OTX2__XP_043930372.1	lungfish	fish	OTX2	
annotated	redStingray__otx2b__XP_072896008.1	redStingray	fish	OTX2	
annotated	spottedGar__otx2b__XP_006632284.1	spottedGar	fish	OTX2	
annotated	tinyCaecilian__OTX2__XP_030070658.1	tinyCaecilian	fish	OTX2	
annotated	twolinedCaecilian__OTX2__XP_029453271.1	twolinedCaecilian	fish	OTX2	
annotated	westernFrog__otx2__XP_012823826.1	westernFrog	fish	OTX2	
annotated	whaleShark__otx2b__XP_020382934.1	whaleShark	fish	OTX2	
annotated	zebraShark__otx2b__XP_048394529.1	zebraShark	fish	OTX2	
annotated	africanFrog__crx.L__NP_001081916.1	africanFrog	fish	CRX	
annotated	africanFrog__crx.S__XP_041429996.1	africanFrog	fish	CRX	
annotated	axolotl__LOC138566747__XP_069500480.1	axolotl	fish	CRX	
annotated	bambooShark__LOC140454601__XP_072405569.1	bambooShark	fish	CRX	
annotated	catshark__LOC140402323__XP_072346133.1	catshark	fish	CRX	
annotated	coelacanth__LOC102351276__XP_005987868.1	coelacanth	fish	CRX	
annotated	himalayaFrog__CRX__XP_018411526.1	himalayaFrog	fish	CRX	
annotated	lungfish__LOC122811864__XP_043940051.1	lungfish	fish	CRX	
annotated	spottedGar__LOC102686928__XP_069042592.1	spottedGar	fish	CRX	
annotated	tinyCaecilian__CRX__XP_030075057.1	tinyCaecilian	fish	CRX	
annotated	twolinedCaecilian__LOC115100559__XP_029474937.1	twolinedCaecilian	fish	CRX	
annotated	twolinedCaecilian__LOC115100686__XP_029475258.1	twolinedCaecilian	fish	CRX	
annotated	westernFrog__crx__XP_012823813.2	westernFrog	fish	CRX	
annotated	whaleShark__LOC109936750__XP_048474331.1	whaleShark	fish	CRX	
annotated	zebraShark__LOC125447748__XP_048378383.1	zebraShark	fish	CRX	
annotated	channelCatfish__mafa__XP_017322189.1	channelCatfish	teleost	CMAF	
annotated	channelCatfish__mafb__XP_047015791.1	channelCatfish	teleost	CMAF	
annotated	cod__mafa__XP_030233636.1	cod	teleost	CMAF	
annotated	flavescentPeacockFish__LOC115781690__XP_030587350.1	flavescentPeacockFish	teleost	CMAF	
annotated	flavescentPeacockFish__mafa__XP_030613676.1	flavescentPeacockFish	teleost	CMAF	
annotated	giltheadBream__LOC115586770__XP_030281966.1	giltheadBream	teleost	CMAF	
annotated	giltheadBream__mafa__XP_030270417.1	giltheadBream	teleost	CMAF	
annotated	grassCarp__mafa__XP_051727005.1	grassCarp	teleost	CMAF	
annotated	grassCarp__mafb__XP_051739567.1	grassCarp	teleost	CMAF	
annotated	northernPike__LOC105022181__XP_010888682.1	northernPike	teleost	CMAF	
annotated	northernPike__mafa__XP_019895967.1	northernPike	teleost	CMAF	
annotated	oceanJacket__LOC142903523__XP_075905321.1	oceanJacket	teleost	CMAF	
annotated	oceanJacket__mafa__XP_075879646.1	oceanJacket	teleost	CMAF	
annotated	oldwife__LOC139286594__XP_070763562.1	oldwife	teleost	CMAF	
annotated	oldwife__mafa__XP_070760746.1	oldwife	teleost	CMAF	
annotated	piranha__mafa__XP_017564729.1	piranha	teleost	CMAF	
annotated	piranha__mafb__XP_017554927.1	piranha	teleost	CMAF	
annotated	snakeheadFish__LOC137125426__XP_067356963.1	snakeheadFish	teleost	CMAF	
annotated	snakeheadFish__mafa__XP_067343238.1	snakeheadFish	teleost	CMAF	
annotated	tuna__mafa__XP_044203536.1	tuna	teleost	CMAF	
annotated	tuna__mafb__XP_044212074.1	tuna	teleost	CMAF	
annotated	yangtzeCatfish__mafa__XP_046721024.1	yangtzeCatfish	teleost	CMAF	
annotated	yangtzeCatfish__mafb__XP_046715288.1	yangtzeCatfish	teleost	CMAF	
annotated	zebrafish__mafa__XP_021323247.1	zebrafish	teleost	CMAF	
annotated	zebrafish__mafb__NP_001303598.2	zebrafish	teleost	CMAF	
annotated	channelCatfish__mafaa__XP_053539678.1	channelCatfish	teleost	MAFA	
annotated	cod__mafaa__XP_030229457.1	cod	teleost	MAFA	
annotated	flavescentPeacockFish__mafaa__XP_030584217.1	flavescentPeacockFish	teleost	MAFA	
annotated	giltheadBream__mafaa__XP_030287986.1	giltheadBream	teleost	MAFA	
annotated	grassCarp__mafaa__XP_051754161.1	grassCarp	teleost	MAFA	
annotated	northernPike__mafaa__XP_010870766.1	northernPike	teleost	MAFA	
annotated	oceanJacket__mafaa__XP_075901712.1	oceanJacket	teleost	MAFA	
annotated	oldwife__mafaa__XP_070765312.1	oldwife	teleost	MAFA	
annotated	piranha__mafaa__XP_017577129.1	piranha	teleost	MAFA	
annotated	snakeheadFish__mafaa__XP_067370396.1	snakeheadFish	teleost	MAFA	
annotated	tuna__mafaa__XP_044217031.1	tuna	teleost	MAFA	
annotated	yangtzeCatfish__mafaa__XP_046709800.1	yangtzeCatfish	teleost	MAFA	
annotated	zebrafish__mafaa__NP_001076409.1	zebrafish	teleost	MAFA	
annotated	channelCatfish__mafba__XP_017343290.1	channelCatfish	teleost	MAFB	
annotated	cod__mafba__XP_030211285.1	cod	teleost	MAFB	
annotated	cod__mafbb__XP_030229769.1	cod	teleost	MAFB	
annotated	flavescentPeacockFish__LOC115780235__XP_030585184.1	flavescentPeacockFish	teleost	MAFB	
annotated	flavescentPeacockFish__mafba__XP_030590400.1	flavescentPeacockFish	teleost	MAFB	
annotated	giltheadBream__mafba__XP_030279318.1	giltheadBream	teleost	MAFB	
annotated	giltheadBream__mafbb__XP_030276052.1	giltheadBream	teleost	MAFB	
annotated	grassCarp__mafba__XP_051736520.1	grassCarp	teleost	MAFB	
annotated	northernPike__mafba__XP_019907591.2	northernPike	teleost	MAFB	
annotated	northernPike__mafbb__XP_010880215.1	northernPike	teleost	MAFB	
annotated	oceanJacket__mafba__XP_075882207.1	oceanJacket	teleost	MAFB	
annotated	oceanJacket__mafbb__XP_075903975.1	oceanJacket	teleost	MAFB	
annotated	oldwife__mafba__XP_070766159.1	oldwife	teleost	MAFB	
annotated	oldwife__mafbb__XP_070758187.1	oldwife	teleost	MAFB	
annotated	piranha__mafba__XP_017553718.1	piranha	teleost	MAFB	
annotated	snakeheadFish__LOC137127917__XP_067361581.1	snakeheadFish	teleost	MAFB	
annotated	snakeheadFish__mafba__XP_067383503.1	snakeheadFish	teleost	MAFB	
annotated	tuna__mafba__XP_044207803.1	tuna	teleost	MAFB	
annotated	tuna__mafbb__XP_044204647.1	tuna	teleost	MAFB	
annotated	yangtzeCatfish__mafba__XP_046725730.1	yangtzeCatfish	teleost	MAFB	
annotated	zebrafish__mafba__NP_571090.2	zebrafish	teleost	MAFB	
annotated	channelCatfish__nrl__XP_053541635.1	channelCatfish	teleost	NRL	
annotated	cod__nrl__XP_030229459.1	cod	teleost	NRL	
annotated	flavescentPeacockFish__nrl__XP_030583765.1	flavescentPeacockFish	teleost	NRL	
annotated	giltheadBream__nrl__XP_030288310.1	giltheadBream	teleost	NRL	
annotated	grassCarp__nrl__XP_051731548.1	grassCarp	teleost	NRL	
annotated	northernPike__nrl__XP_010870577.1	northernPike	teleost	NRL	
annotated	oceanJacket__nrl__XP_075895450.1	oceanJacket	teleost	NRL	
annotated	oldwife__nrl__XP_070764973.1	oldwife	teleost	NRL	
annotated	piranha__nrl__XP_017553181.1	piranha	teleost	NRL	
annotated	snakeheadFish__nrl__XP_067370542.1	snakeheadFish	teleost	NRL	
annotated	tuna__nrl__XP_044216424.1	tuna	teleost	NRL	
annotated	yangtzeCatfish__nrl__XP_046729803.1	yangtzeCatfish	teleost	NRL	
annotated	zebrafish__nrl__NP_001035421.1	zebrafish	teleost	NRL	
annotated	channelCatfish__maff__XP_017339225.1	channelCatfish	teleost	MAFF	
annotated	cod__LOC115531400__XP_074930269.1	cod	teleost	MAFF	
annotated	flavescentPeacockFish__LOC115798469__XP_074930552.1	flavescentPeacockFish	teleost	MAFF	
annotated	giltheadBream__maff__XP_030257020.1	giltheadBream	teleost	MAFF	
annotated	grassCarp__maff__XP_051771291.1	grassCarp	teleost	MAFF	
annotated	northernPike__maff__XP_010893859.1	northernPike	teleost	MAFF	
annotated	oceanJacket__maff__XP_075890875.1	oceanJacket	teleost	MAFF	
annotated	oldwife__maff__XP_070783430.1	oldwife	teleost	MAFF	
annotated	piranha__maff__XP_017560970.1	piranha	teleost	MAFF	
annotated	snakeheadFish__maff__XP_067343664.1	snakeheadFish	teleost	MAFF	
annotated	tuna__maff__XP_044193825.1	tuna	teleost	MAFF	
annotated	yangtzeCatfish__maff__XP_046709373.1	yangtzeCatfish	teleost	MAFF	
annotated	zebrafish__maff__NP_956630.1	zebrafish	teleost	MAFF	
annotated	channelCatfish__mafga__XP_053530046.1	channelCatfish	teleost	MAFG	
annotated	channelCatfish__mafgb__XP_017333948.1	channelCatfish	teleost	MAFG	
annotated	cod__LOC115539323__XP_030206232.1	cod	teleost	MAFG	
annotated	cod__mafgb__XP_030208298.1	cod	teleost	MAFG	
annotated	flavescentPeacockFish__LOC115785214__XP_030592582.1	flavescentPeacockFish	teleost	MAFG	
annotated	flavescentPeacockFish__mafgb__XP_030592808.1	flavescentPeacockFish	teleost	MAFG	
annotated	giltheadBream__LOC115576097__XP_030264467.1	giltheadBream	teleost	MAFG	
annotated	giltheadBream__mafgb__XP_030252038.1	giltheadBream	teleost	MAFG	
annotated	grassCarp__mafga__XP_051743368.1	grassCarp	teleost	MAFG	
annotated	grassCarp__mafgb__XP_051767641.1	grassCarp	teleost	MAFG	
annotated	northernPike__LOC105013039__XP_010872589.1	northernPike	teleost	MAFG	
annotated	northernPike__mafgb__XP_028978188.1	northernPike	teleost	MAFG	
annotated	oceanJacket__LOC142886990__XP_075880409.1	oceanJacket	teleost	MAFG	
annotated	oceanJacket__mafgb__XP_075895695.1	oceanJacket	teleost	MAFG	
annotated	oldwife__LOC139300464__XP_070779677.1	oldwife	teleost	MAFG	
annotated	oldwife__mafgb__XP_070778961.1	oldwife	teleost	MAFG	
annotated	piranha__mafga__XP_017569580.1	piranha	teleost	MAFG	
annotated	piranha__mafgb__XP_037400945.1	piranha	teleost	MAFG	
annotated	snakeheadFish__LOC137099843__XP_067333265.1	snakeheadFish	teleost	MAFG	
annotated	snakeheadFish__mafgb__XP_067354826.1	snakeheadFish	teleost	MAFG	
annotated	tuna__LOC122966582__XP_044186748.1	tuna	teleost	MAFG	
annotated	tuna__mafgb__XP_044202054.1	tuna	teleost	MAFG	
annotated	yangtzeCatfish__mafga__XP_046721846.1	yangtzeCatfish	teleost	MAFG	
annotated	yangtzeCatfish__mafgb__XP_046713108.1	yangtzeCatfish	teleost	MAFG	
annotated	zebrafish__mafga__XP_021325832.2	zebrafish	teleost	MAFG	
annotated	zebrafish__mafgb__XP_005169479.2	zebrafish	teleost	MAFG	
annotated	channelCatfish__mafk__XP_017310124.1	channelCatfish	teleost	MAFK	
annotated	cod__mafk__XP_030206167.1	cod	teleost	MAFK	
annotated	flavescentPeacockFish__mafk__XP_030591848.1	flavescentPeacockFish	teleost	MAFK	
annotated	giltheadBream__mafk__XP_030264057.1	giltheadBream	teleost	MAFK	
annotated	grassCarp__mafk__XP_051742255.1	grassCarp	teleost	MAFK	
annotated	northernPike__mafk__XP_010872892.1	northernPike	teleost	MAFK	
annotated	oceanJacket__mafk__XP_075894952.1	oceanJacket	teleost	MAFK	
annotated	oldwife__mafk__XP_070778581.1	oldwife	teleost	MAFK	
annotated	piranha__mafk__XP_017562994.1	piranha	teleost	MAFK	
annotated	snakeheadFish__mafk__XP_067332667.1	snakeheadFish	teleost	MAFK	
annotated	tuna__mafk__XP_044186196.1	tuna	teleost	MAFK	
annotated	yangtzeCatfish__mafk__XP_046690455.1	yangtzeCatfish	teleost	MAFK	
annotated	zebrafish__mafk__XP_005164260.1	zebrafish	teleost	MAFK	
annotated	channelCatfish__otx1__XP_017330959.1	channelCatfish	teleost	OTX1	
annotated	cod__otx1__XP_030235839.1	cod	teleost	OTX1	
annotated	flavescentPeacockFish__otx1__XP_030603933.1	flavescentPeacockFish	teleost	OTX1	
annotated	giltheadBream__otx1__XP_030296709.1	giltheadBream	teleost	OTX1	
annotated	grassCarp__otx1__XP_051725101.1	grassCarp	teleost	OTX1	
annotated	northernPike__otx1__XP_010865940.1	northernPike	teleost	OTX1	
annotated	oceanJacket__otx1__XP_075906938.1	oceanJacket	teleost	OTX1	
annotated	oldwife__otx1__XP_070772027.1	oldwife	teleost	OTX1	
annotated	piranha__otx1__XP_017560465.1	piranha	teleost	OTX1	
annotated	snakeheadFish__otx1__XP_067369269.1	snakeheadFish	teleost	OTX1	
annotated	tuna__otx1__XP_044229764.1	tuna	teleost	OTX1	
annotated	yangtzeCatfish__otx1__XP_046711104.1	yangtzeCatfish	teleost	OTX1	
annotated	zebrafish__otx1__NP_571325.2	zebrafish	teleost	OTX1	
annotated	channelCatfish__otx2a__XP_017312368.1	channelCatfish	teleost	OTX2	
annotated	channelCatfish__otx5__XP_017345917.1	channelCatfish	teleost	OTX2	
annotated	cod__LOC115539721__XP_030206357.1	cod	teleost	OTX2	
annotated	cod__LOC115528900__XP_030193154.1	cod	teleost	OTX2	
annotated	flavescentPeacockFish__LOC115784140__XP_030591115.1	flavescentPeacockFish	teleost	OTX2	
annotated	flavescentPeacockFish__LOC115790034__XP_030599542.1	flavescentPeacockFish	teleost	OTX2	
annotated	giltheadBream__LOC115592924__XP_030292055.1	giltheadBream	teleost	OTX2	
annotated	giltheadBream__LOC115594333__XP_030294209.1	giltheadBream	teleost	OTX2	
annotated	grassCarp__otx2a__XP_051764913.1	grassCarp	teleost	OTX2	
annotated	grassCarp__otx5__XP_051718509.1	grassCarp	teleost	OTX2	
annotated	northernPike__LOC105021530__XP_019905224.2	northernPike	teleost	OTX2	
annotated	northernPike__otx5__XP_010896957.3	northernPike	teleost	OTX2	
annotated	oceanJacket__LOC142881380__XP_075871769.1	oceanJacket	teleost	OTX2	
annotated	oceanJacket__LOC142903351__XP_075905034.1	oceanJacket	teleost	OTX2	
annotated	oceanJacket__LOC142903970__XP_075905998.1	oceanJacket	teleost	OTX2	
annotated	oldwife__LOC139294521__XP_070772537.1	oldwife	teleost	OTX2	
annotated	oldwife__LOC139285196__XP_070761798.1	oldwife	teleost	OTX2	
annotated	piranha__otx2a__XP_017572022.1	piranha	teleost	OTX2	
annotated	piranha__otx5__XP_017578892.1	piranha	teleost	OTX2	
annotated	snakeheadFish__LOC137124486__XP_067355659.1	snakeheadFish	teleost	OTX2	
annotated	snakeheadFish__LOC137129553__XP_067364930.1	snakeheadFish	teleost	OTX2	
annotated	tuna__LOC122976959__XP_044201435.1	tuna	teleost	OTX2	
annotated	tuna__LOC122983364__XP_044208999.1	tuna	teleost	OTX2	
annotated	yangtzeCatfish__otx2a__XP_046693058.1	yangtzeCatfish	teleost	OTX2	
annotated	yangtzeCatfish__otx5__XP_046719411.1	yangtzeCatfish	teleost	OTX2	
annotated	zebrafish__otx2a__NP_571290.1	zebrafish	teleost	OTX2	
annotated	zebrafish__otx5__NP_851848.2	zebrafish	teleost	OTX2	
annotated	channelCatfish__crx__XP_017315072.1	channelCatfish	teleost	CRX	
annotated	cod__crx__XP_030218380.1	cod	teleost	CRX	
annotated	flavescentPeacockFish__crx__XP_030601988.1	flavescentPeacockFish	teleost	CRX	
annotated	giltheadBream__crx__XP_030293809.1	giltheadBream	teleost	CRX	
annotated	grassCarp__crx__XP_051750357.1	grassCarp	teleost	CRX	
annotated	northernPike__crx__XP_010869096.1	northernPike	teleost	CRX	
annotated	oceanJacket__LOC142884405__XP_075876083.1	oceanJacket	teleost	CRX	
annotated	oldwife__crx__XP_070773366.1	oldwife	teleost	CRX	
annotated	piranha__crx__XP_017569370.1	piranha	teleost	CRX	
annotated	snakeheadFish__crx__XP_067350591.1	snakeheadFish	teleost	CRX	
annotated	tuna__crx__XP_044225469.1	tuna	teleost	CRX	
annotated	yangtzeCatfish__crx__XP_046695462.1	yangtzeCatfish	teleost	CRX	
annotated	zebrafish__crx__NP_694419.1	zebrafish	teleost	CRX	
annotated	acornWorm__maf-like__NP_001164706.1	acornWorm	invertebrate	MAFL	
annotated	amphioxus__LOC136438471__XP_066289367.1	amphioxus	invertebrate	MAFL	
annotated	drosophila__tj__NP_001260582.1	drosophila	invertebrate	MAFL	
annotated	echinoderm__LOC117114910__XP_033114416.1	echinoderm	invertebrate	MAFL	
annotated	octopus__LOC106877814__XP_014782317.1	octopus	invertebrate	MAFL	
annotated	plastererBee__LOC122403542__XP_043263048.1	plastererBee	invertebrate	MAFL	
annotated	scallop__LOC110466773__XP_021379197.1	scallop	invertebrate	MAFL	
annotated	tardigrade__LOC129584033__XP_055332096.1	tardigrade	invertebrate	MAFL	
annotated	americanLobster__LOC121867327__XP_042223182.1	americanLobster	invertebrate	MAFS	
annotated	drosophila__maf-S__NP_001286639.1	drosophila	invertebrate	MAFS	
annotated	plastererBee__LOC122396420__XP_043250725.1	plastererBee	invertebrate	MAFS	
annotated	seaSquirt__LOC120331304__XP_039254309.1	seaSquirt	invertebrate	MAFS	
annotated	seaSquirt__LOC120347869__XP_039273915.1	seaSquirt	invertebrate	MAFS	
annotated	vaseTunicate__LOC778757__NP_001071818.1	vaseTunicate	invertebrate	MAFS	
annotated	acornWorm__Dmbx__NP_001161526.1	acornWorm	invertebrate	OTX	
annotated	acornWorm__LOC100369471__XP_002735289.1	acornWorm	invertebrate	OTX	
annotated	acornWorm__LOC102804715__XP_006821810.1	acornWorm	invertebrate	OTX	
annotated	acornWorm__PHox2__NP_001164681.1	acornWorm	invertebrate	OTX	
annotated	acornWorm__drgx__NP_001158481.1	acornWorm	invertebrate	OTX	
annotated	acornWorm__otx__NP_001158360.1	acornWorm	invertebrate	OTX	
annotated	americanLobster__LOC121854528__XP_042205135.1	americanLobster	invertebrate	OTX	
annotated	americanLobster__LOC121854966__XP_042205720.1	americanLobster	invertebrate	OTX	
annotated	americanLobster__LOC121878533__XP_042240735.1	americanLobster	invertebrate	OTX	
annotated	americanLobster__LOC121879871__XP_042242588.1	americanLobster	invertebrate	OTX	
annotated	amphioxus__LOC136433338__XP_066281542.1	amphioxus	invertebrate	OTX	
annotated	amphioxus__LOC136436046__XP_066285834.1	amphioxus	invertebrate	OTX	
annotated	amphioxus__LOC136448406__XP_066303959.1	amphioxus	invertebrate	OTX	
annotated	amphioxus__LOC136449157__XP_066305108.1	amphioxus	invertebrate	OTX	
annotated	drosophila__Drgx__NP_001097075.2	drosophila	invertebrate	OTX	
annotated	drosophila__PHDP__NP_523834.1	drosophila	invertebrate	OTX	
annotated	drosophila__oc__NP_001356934.1	drosophila	invertebrate	OTX	
annotated	echinoderm__LOC117104664__XP_033101438.1	echinoderm	invertebrate	OTX	
annotated	echinoderm__LOC117107729__XP_033105362.1	echinoderm	invertebrate	OTX	
annotated	echinoderm__LOC117117484__XP_033117682.1	echinoderm	invertebrate	OTX	
annotated	echinoderm__LOC117119230__XP_033119929.1	echinoderm	invertebrate	OTX	
annotated	flameJellyfish__LOC135681342__XP_065051838.1	flameJellyfish	invertebrate	OTX	
annotated	flameJellyfish__LOC135681422__XP_065051962.1	flameJellyfish	invertebrate	OTX	
annotated	flameJellyfish__LOC135681476__XP_065052046.1	flameJellyfish	invertebrate	OTX	
annotated	flameJellyfish__LOC135681547__XP_065052147.1	flameJellyfish	invertebrate	OTX	
annotated	flameJellyfish__LOC135681548__XP_065052148.1	flameJellyfish	invertebrate	OTX	
annotated	hydra__LOC100209084__XP_065655724.1	hydra	invertebrate	OTX	
annotated	hydra__LOC100211908__NP_001296697.1	hydra	invertebrate	OTX	
annotated	hydra__LOC105846072__XP_065655683.1	hydra	invertebrate	OTX	
annotated	octopus__LOC106873941__NP_001310717.1	octopus	invertebrate	OTX	
annotated	octopus__LOC106877685__XP_014782118.1	octopus	invertebrate	OTX	
annotated	octopus__LOC106879885__XP_052832725.1	octopus	invertebrate	OTX	
annotated	octopus__LOC106883503__XP_014790018.1	octopus	invertebrate	OTX	
annotated	plastererBee__LOC122399734__XP_043256577.1	plastererBee	invertebrate	OTX	
annotated	plastererBee__LOC122399790__XP_043256686.1	plastererBee	invertebrate	OTX	
annotated	plastererBee__LOC122401243__XP_043259183.1	plastererBee	invertebrate	OTX	
annotated	plastererBee__LOC122403419__XP_043262867.1	plastererBee	invertebrate	OTX	
annotated	scallop__LOC110448536__XP_021350497.1	scallop	invertebrate	OTX	
annotated	scallop__LOC110450433__XP_021353636.1	scallop	invertebrate	OTX	
annotated	scallop__LOC110452824__XP_021357195.1	scallop	invertebrate	OTX	
annotated	scallop__LOC110454873__XP_021360300.1	scallop	invertebrate	OTX	
annotated	seaSquirt__LOC120326315__XP_039248511.1	seaSquirt	invertebrate	OTX	
annotated	seaSquirt__LOC120331221__XP_039254229.1	seaSquirt	invertebrate	OTX	
